,code,name,times_4,net40,net41
552,600367,红星发展,0.71,6414.7,4585.95
553,000425,徐工机械,21.73,959.74,20858.32
554,002174,游族网络,33.96,1731.14,58787.99
555,000721,西安饮食,1.17,1053.39,1235.12
556,601818,光大银行,11.45,264987.3,3032900.0
557,600971,恒源煤电,0.18,19613.94,3528.66
558,000667,美好置业,5.69,11689.42,66485.62
559,002240,威华股份,0.25,9467.89,2340.58
560,600826,兰生股份,5.39,15594.48,84043.53
561,600222,太龙药业,0.22,1803.62,401.56
562,600026,中远海能,0.7,276079.29,192251.27
563,600221,海南航空,17.28,18160.17,313825.5
564,600795,国电电力,4.72,100064.59,472728.37
565,600716,凤凰股份,-0.18,-29138.27,5243.34
566,600109,国金证券,-55.01,-2361.09,129873.05
567,600350,山东高速,3.44,89770.2,308935.75
568,000797,中国武夷,6.59,3331.54,21966.42
569,002009,天奇股份,3.91,2657.41,10394.01
570,002149,西部材料,0.81,2617.39,2122.11
571,600754,锦江股份,3.2,21679.37,69457.94
572,600664,哈药股份,1.71,46160.63,78810.31
573,600488,天药股份,1.45,4405.89,6380.57
574,000656,金科股份,160.28,870.53,139526.03
575,600789,鲁抗医药,-0.3,-9653.79,2910.2
576,000150,宜华健康,-18.54,-4014.27,74438.61
577,600393,粤泰股份,4.57,3176.82,14514.23
578,600558,大西洋,1.11,3999.74,4444.28
579,600289,亿阳信通,1.44,9036.09,12981.65
580,600862,中航高科,-0.58,-12675.63,7342.21
581,000970,中科三环,2.26,13993.81,31659.31
582,000043,中航地产,2.31,6980.97,16139.09
583,600358,国旅联合,-10.54,1547.8,-16310.36
584,000705,浙江震元,5.83,776.32,4527.56
585,000572,海马汽车,2.29,10047.75,23023.09
586,600064,南京高科,9.14,10142.39,92652.8
587,300034,钢研高纳,5.25,1826.62,9596.79
588,600355,精伦电子,4.44,254.6,1129.44
589,600825,新华传媒,3.1,1562.72,4840.7
590,600346,恒力股份,409.96,287.79,117983.43
591,000555,神州信息,-3.08,-7862.81,24199.06
592,600223,鲁商置业,-0.14,-67294.9,9237.21
593,601377,兴业证券,6.67,30692.51,204632.14
594,600403,*ST大有,-387.67,506.26,-196263.13
595,000877,天山股份,2.25,4425.31,9978.54
596,002044,美年健康,13.01,2605.29,33891.04
597,000525,红 太 阳,3.87,3267.67,12641.31
598,002159,三特索道,-3.56,1517.18,-5394.03
599,000933,*ST神火,0.85,40242.89,34213.92
600,600496,精工钢构,1.81,6064.48,10957.31
601,000576,广东甘化,12.5,819.56,10240.62
602,600261,阳光照明,4.19,10791.57,45220.27
603,601099,太平洋,5.06,13192.19,66772.1
604,600482,中国动力,17.48,6139.49,107324.9
605,000902,新洋丰,51.45,1094.53,56308.67
606,002190,成飞集成,3.87,3557.07,13771.64
607,600061,国投安信,175.99,1455.59,256173.2
608,600265,ST景谷,-0.98,-3443.45,3370.95
609,000606,神州易桥,2.86,1600.41,4581.83
610,600706,曲江文旅,-0.45,-11853.66,5340.1
611,002331,皖通科技,5.98,1284.46,7687.27
612,001696,宗申动力,2.5,11660.15,29111.76
613,002152,广电运通,9.36,9014.17,84397.21
614,000795,英洛华,-0.09,-38306.85,3458.08
615,002265,西仪股份,0.25,2792.7,701.26
616,600635,大众公用,5.13,10670.75,54764.43
617,000166,申万宏源,4.31,125542.26,540905.83
618,002145,中核钛白,2.01,4186.66,8409.07
619,002106,莱宝高科,1.0,21155.86,21177.35
620,002130,沃尔核材,2.89,3715.41,10727.64
621,600131,岷江水电,1.71,9620.85,16409.42
622,600416,湘电股份,1.95,7108.72,13877.86
623,600273,嘉化能源,48.6,1523.74,74047.7
624,600623,华谊集团,2.95,14168.79,41829.64
625,600195,中牧股份,2.56,13054.77,33442.01
626,600179,安通控股,26.71,1502.61,40129.28
627,000552,靖远煤电,5.51,4027.09,22171.86
628,002010,传化智联,7.31,7943.69,58098.54
629,600282,南钢股份,0.91,38934.44,35373.52
630,600871,石化油服,-430.7,3741.5,-1611476.3
631,000952,广济药业,9.05,1566.49,14183.92
632,601988,中国银行,3.93,4189200.0,16457800.0
633,000159,国际实业,26.52,132.78,3521.76
634,000597,东北制药,1.21,1962.58,2378.81
635,600080,金花股份,-0.36,-7575.16,2729.91
636,600027,华电国际,2.98,112188.6,334444.3
637,000022,深赤湾Ａ,0.87,61396.48,53237.65
638,600470,六国化工,-2.11,5903.16,-12462.45
639,002326,永太科技,6.33,4377.34,27701.89
640,002023,海特高新,1.31,3123.27,4076.84
641,000779,三毛派神,1.1,1190.57,1314.13
642,601999,出版传媒,1.35,9083.42,12294.67
643,002042,华孚色纺,760.57,63.0,47915.8
644,600958,东方证券,2.47,93614.9,231397.49
645,600077,宋都股份,-14.55,1371.09,-19947.44
646,002591,恒大高新,0.79,1787.9,1412.16
647,600063,皖维高新,2.6,4234.79,11020.83
648,600251,冠农股份,-0.82,-3211.02,2645.79
649,600020,中原高速,1.32,56516.01,74813.99
650,600231,凌钢股份,0.37,35823.45,13393.82
651,002087,新野纺织,3.63,5715.83,20745.52
652,601918,新集能源,0.65,36969.92,24173.64
653,600569,安阳钢铁,0.22,55667.87,12323.71
654,600784,鲁银投资,1.38,3021.82,4171.67
655,600171,上海贝岭,1.19,3170.08,3785.39
656,600967,北方创业,50.48,983.5,49650.87
657,000727,华东科技,1.55,1525.46,2359.7
658,600187,国中水务,0.91,1787.14,1618.9
659,000573,粤宏远Ａ,48.56,406.02,19716.65
660,600362,江西铜业,0.17,460934.55,78753.81
661,002243,通产丽星,0.8,3276.45,2627.85
662,000561,烽火电子,-1.24,-7119.92,8824.01
663,000099,中信海直,1.2,7132.59,8592.95
664,600870,厦华电子,0.01,-52333.33,-510.21
665,600428,中远海特,0.08,61542.63,5026.09
666,600373,中文传媒,128.13,1010.96,129536.39
667,002371,北方华创,2.6,3571.56,9290.16
668,002079,苏州固锝,3.59,3155.79,11340.97
669,000671,阳 光 城,88.7,1386.84,123005.98
670,002239,奥特佳,9.42,4735.92,44607.23
671,600577,精达股份,4.18,5354.51,22391.93
672,000929,兰州黄河,-1.24,2026.62,-2509.36
673,300037,新宙邦,12.62,2027.87,25591.97
674,000983,西山煤电,0.45,97443.84,43407.65
675,000908,景峰医药,124.64,272.81,34002.86
676,600033,福建高速,1.37,48867.91,67115.35
677,002156,通富微电,2.02,8934.47,18081.46
678,600021,上海电力,2.26,40486.49,91645.74
679,600749,西藏旅游,-9.24,1029.38,-9512.41
680,600548,深高速,2.09,55924.49,116935.32
681,600822,上海物贸,0.21,6941.64,1471.43
682,600722,金牛化工,-0.02,-148484.96,2591.7
683,600817,*ST宏盛,0.05,6073.52,331.03
684,600218,全柴动力,8.01,1185.36,9489.14
685,000793,华闻传媒,13.41,6508.47,87280.61
686,300264,佳创视讯,1.01,1353.93,1364.46
687,601555,东吴证券,9.14,16384.73,149828.85
688,002301,齐心集团,3.89,2696.18,10489.14
689,600378,天科股份,-0.73,-3702.83,2711.12
690,601010,文峰股份,1.41,17964.7,25252.92
691,600425,*ST青松,-13.09,4395.39,-57554.52
692,600096,云天化,-5.73,58586.49,-335949.24
693,600769,祥龙电业,0.16,1116.44,179.19
694,000802,北京文化,24.99,2090.48,52239.92
695,000790,泰合健康,15.27,540.11,8249.74
696,600711,盛屯矿业,135.62,139.04,18856.49
697,601898,中煤能源,0.75,271675.8,202653.0
698,600626,申达股份,1.76,11004.59,19418.48
699,600610,中毅达,-0.02,-18870.98,468.82
700,000589,黔轮胎Ａ,0.25,5993.79,1522.72
701,600007,中国国贸,2.85,24119.04,68634.04
702,600219,南山铝业,7.59,17295.68,131272.79
703,600512,腾达建设,1.41,6002.84,8447.41
704,000419,通程控股,1.94,5267.55,10224.85
705,600502,安徽水利,9.23,3311.23,30564.2
706,002140,东华科技,1.68,4877.29,8180.02
707,600575,皖江物流,12.83,3684.81,47277.73
708,600563,法拉电子,3.63,10724.4,38955.45
709,600156,华升股份,1.02,926.35,947.95
710,000507,珠海港,0.8,13029.79,10421.92
711,600037,歌华有线,1.68,43258.71,72520.19
712,600227,赤天化,-2.05,17062.72,-34953.42
713,600343,航天动力,1.53,1942.35,2965.77
714,600235,民丰特纸,2.11,596.07,1255.07
715,600312,平高电气,7.77,15706.61,121989.71
716,000751,锌业股份,0.56,24080.55,13439.62
717,600846,同济科技,8.21,2211.33,18161.26
718,002354,天神娱乐,20.66,2646.85,54673.41
719,000514,渝 开 发,104.15,117.77,12266.15
720,600399,抚顺特钢,7.31,1522.12,11123.73
721,300016,北陆药业,1.33,1229.16,1637.95
722,002295,精艺股份,0.17,5507.05,918.43
723,000967,盈峰环境,33.57,732.18,24578.99
724,000023,深天地Ａ,0.31,3248.89,995.22
725,601168,西部矿业,0.06,153886.63,9980.08
726,000868,安凯客车,-0.43,-11847.46,5135.07
727,600707,彩虹股份,-13.79,1976.23,-27251.25
728,002069,獐子岛,0.48,16709.49,7959.34
729,600220,江苏阳光,1.71,8932.37,15288.03
730,600676,交运股份,4.21,7313.01,30767.04
731,000421,南京公用,1.94,9930.7,19260.45
732,000677,恒天海龙,0.06,7054.98,452.14
733,002249,大洋电机,9.71,5245.76,50935.01
734,000918,嘉凯城,42.43,939.91,39883.1
735,000819,岳阳兴长,0.69,4377.24,3033.76
736,000899,赣能股份,6.07,6230.5,37823.58
737,600460,士兰微,1.65,5817.82,9589.14
738,600560,金自天正,0.82,2417.15,1985.41
739,002119,康强电子,1.03,4235.97,4361.79
740,600283,钱江水利,2.44,2418.17,5894.83
741,600531,豫光金铅,1.25,14111.07,17642.22
742,000038,深大通,-1.42,-16470.42,23325.44
743,600376,首开股份,275.09,691.19,190141.7
744,300139,晓程科技,2.28,1225.17,2798.51
745,600167,联美控股,524.88,133.16,69892.42
746,002733,雄韬股份,5.9,2035.03,12004.97
747,600468,百利电气,2.01,2652.36,5325.52
748,600113,浙江东日,7.83,1269.34,9941.95
749,600895,张江高科,3.27,22227.93,72661.76
750,300017,网宿科技,76.99,1624.12,125039.66
751,600267,海正药业,-1.18,8033.89,-9442.81
752,600527,XD江南高,0.53,5191.9,2744.91
753,600688,上海石化,8.08,73685.1,595557.6
754,000543,皖能电力,19.37,4589.48,88903.3
755,600801,华新水泥,3.57,12672.7,45194.04
756,600962,国投中鲁,0.02,4044.36,90.0
757,000498,山东路桥,-1.17,-36790.5,42970.66
758,002077,大港股份,0.77,5414.63,4159.49
759,600366,宁波韵升,9.72,8229.34,79972.13
760,600127,金健米业,1.3,775.64,1008.31
761,601328,交通银行,5.31,1266900.0,6721000.0
762,600605,汇通能源,5.22,475.51,2482.26
763,002350,北京科锐,2.82,2708.18,7646.22
764,002220,天宝股份,7.49,2425.16,18153.38
765,000590,启迪古汉,19.06,289.43,5517.52
766,600621,华鑫股份,1.92,8033.52,15421.55
767,600765,中航重机,19.13,1267.77,24246.31
768,000850,华茂股份,0.97,10128.95,9857.48
769,600303,曙光股份,0.61,9983.46,6068.97
770,300014,亿纬锂能,16.93,1487.6,25181.52
771,600513,联环药业,7.74,809.98,6269.02
772,600841,上柴股份,7.62,1284.6,9785.78
773,600495,晋西车轴,0.54,5009.51,2694.31
774,000708,大冶特钢,0.92,31765.93,29268.07
775,000783,长江证券,-1.38,-160151.82,220657.6
776,000608,阳光股份,-5.38,8708.9,-46823.8
777,600830,香溢融通,2.9,3720.38,10803.84
778,600389,江山股份,1.01,5179.48,5238.04
779,600016,民生银行,12.49,383182.6,4784300.0
780,000531,穗恒运Ａ,4.11,13941.29,57346.18
781,002029,七 匹 狼,5.18,5154.7,26719.16
782,601118,海南橡胶,0.14,44340.26,6130.55
783,002272,川润股份,0.5,2929.5,1454.82
784,600316,洪都航空,0.16,7076.48,1104.04
785,002105,信隆健康,0.81,3519.49,2855.17
786,002253,川大智胜,1.7,2285.66,3889.1
787,002337,赛象科技,0.08,15865.65,1291.05
788,600000,浦发银行,15.84,335302.66,5309900.0
789,600456,宝钛股份,0.11,34190.58,3686.21
790,002277,友阿股份,2.07,14473.7,29917.18
791,600814,杭州解百,4.21,4653.9,19572.62
792,002348,高乐股份,2.09,2040.44,4254.67
793,002074,国轩高科,42.56,2422.16,103093.97
794,600120,浙江东方,7.08,9344.33,66129.92
795,002006,精功科技,26.23,239.67,6285.68
796,000027,深圳能源,1.68,80011.02,134707.03
797,600330,天通股份,1.14,9703.09,11033.17
798,000949,新乡化纤,1.52,7575.76,11501.55
799,000990,诚志股份,2.22,4988.81,11078.01
800,000851,高鸿股份,14.06,569.59,8009.69
801,002109,兴化股份,0.31,9150.21,2808.24
802,000088,盐 田 港,0.5,70641.99,35182.45
803,002139,拓邦股份,7.78,1853.68,14429.37
804,000544,中原环保,103.86,286.45,29750.02
805,600880,博瑞传播,0.66,9137.77,6013.61
806,600232,金鹰股份,0.3,9645.66,2905.64
807,000975,银泰资源,4.39,5005.69,21964.36
808,002031,巨轮智能,0.47,6688.76,3154.66
809,300071,华谊嘉信,9.59,1368.79,13123.64
810,002224,三 力 士,12.39,1822.55,22582.89
811,002310,东方园林,50.94,2543.21,129560.85
812,600095,哈高科,0.68,2270.57,1537.73
813,002172,澳洋科技,3.01,8621.54,25924.22
814,600106,重庆路桥,3.27,9025.66,29526.3
815,600812,华北制药,1.4,3894.32,5441.51
816,000966,长源电力,6.39,6241.11,39880.35
817,600356,恒丰纸业,2.37,3995.41,9467.0
818,000702,正虹科技,0.07,3035.16,202.45
819,600618,氯碱化工,1.67,-19625.81,-32809.18
820,600658,电子城,-7.09,-5926.42,41995.41
821,002355,兴民智通,3.07,1654.63,5081.63
822,002179,中航光电,11.07,6626.49,73376.59
823,000536,华映科技,18.11,2185.08,39566.97
824,000875,吉电股份,0.16,8224.57,1300.49
825,600990,四创电子,6.92,1871.04,12945.5
826,000757,浩物股份,-0.04,-60080.46,2631.98
827,000070,特发信息,67.12,291.71,19578.51
828,000006,深振业Ａ,3.6,21625.38,77858.09
829,002308,威创股份,1.64,11145.35,18223.35
830,600433,冠豪高新,8.9,1219.55,10852.5
831,002018,华信国际,13.9,2648.64,36803.93
832,000720,新能泰山,-2.77,2407.87,-6670.57
833,600608,*ST沪科,0.19,-12347.04,-2379.63
834,000630,铜陵有色,0.31,58425.92,18032.4
835,002100,天康生物,10.28,3818.03,39254.14
836,300045,华力创通,9.75,523.3,5102.64
837,002340,格林美,21.99,1199.51,26373.19
838,600243,青海华鼎,-5.02,1315.64,-6605.2
839,600721,百花村,108.44,128.3,13913.42
840,000712,锦龙股份,50.25,727.54,36556.41
841,601899,紫金矿业,1.08,169920.34,183979.88
842,002320,海峡股份,2.65,5910.59,15686.93
843,600515,海航基础,52.81,1817.48,95975.83
844,600270,外运发展,1.45,68537.02,99525.17
845,002283,天润曲轴,6.13,3168.13,19429.68
846,002164,宁波东力,0.29,3964.14,1156.72
847,600615,丰华股份,0.12,7472.83,925.7
848,600630,龙头股份,0.85,2457.41,2077.82
849,600278,东方创业,2.73,5462.76,14886.13
850,600624,复旦复华,2.35,1624.7,3815.5
851,600965,福成股份,10.43,1771.86,18474.32
852,000890,法 尔 胜,5.48,2579.02,14134.74
853,600561,江西长运,-2.06,4738.84,-9763.67
854,000715,中兴商业,1.28,6952.93,8867.11
855,600526,菲达环保,2.27,1961.33,4443.16
856,600363,联创光电,3.46,4548.57,15742.52
857,600775,南京熊猫,1.34,8914.75,11924.05
858,600884,杉杉股份,3.64,9080.12,33016.31
859,300031,宝通科技,11.27,1248.4,14072.57
860,000520,长航凤凰,0.12,7777.19,971.63
861,600796,钱江生化,1.08,3048.47,3283.21
862,600038,中直股份,4.73,9288.22,43916.15
863,600682,南京新百,6.9,5794.49,39985.52
864,601919,中远海控,-8.1,122303.29,-990600.36
865,600185,格力地产,83.99,715.13,60064.73
866,600117,西宁特钢,0.33,21147.34,6940.74
867,600785,新华百货,1.15,5478.69,6295.83
868,000607,华媒控股,45.82,486.82,22306.4
869,600868,XD梅雁吉,-0.1,-70092.84,6820.67
870,600714,金瑞矿业,-0.81,-7088.64,5762.33
871,600478,科力远,-30.95,683.6,-21160.81
872,600083,博信股份,-0.05,-6180.54,301.3
873,000810,创维数字,11.26,4317.97,48640.2
874,600969,郴电国际,-1.64,-6093.71,10021.36
875,600604,市北高新,-2.32,-6607.8,15346.71
876,000551,创元科技,0.36,13757.68,4977.11
877,002226,江南化工,2.12,2896.36,6130.97
878,600410,华胜天成,0.26,14019.25,3579.92
879,600737,中粮糖业,5.38,9581.5,51504.79
880,000936,华西股份,11.52,5247.32,60445.1
881,000962,东方钽业,0.72,4024.6,2900.49
882,000859,国风塑业,0.9,2034.14,1835.77
883,600408,安泰集团,-3.94,14768.44,-58195.48
884,600234,ST山水,1.4,1022.31,1426.97
885,000698,沈阳化工,3.98,8562.01,34049.22
886,000570,苏常柴Ａ,0.59,10602.7,6253.99
887,600692,亚通股份,1.85,2543.92,4712.12
888,600565,迪马股份,25.91,2997.51,77675.29
889,002237,恒邦股份,4.67,4356.42,20331.51
890,000632,三木集团,0.83,2008.16,1657.5
891,600744,华银电力,1.77,10601.67,18802.6
892,000960,锡业股份,0.64,21257.92,13611.93
893,600719,大连热电,0.69,1956.01,1359.32
894,600675,中华企业,1.53,42953.08,65545.82
895,000777,中核科技,8.12,1298.72,10542.27
896,000768,中航飞机,6.54,6313.16,41313.34
897,002209,达 意 隆,-1.79,2529.86,-4531.81
898,000652,泰达股份,2.62,10342.15,27086.84
899,002066,瑞泰科技,1.57,1605.55,2523.84
900,000529,广弘控股,18.39,574.48,10563.22
901,002231,奥维通信,0.23,3135.43,724.91
902,002211,宏达新材,0.23,4828.04,1103.87
903,002011,盾安环境,8.96,926.08,8301.31
904,002189,利达光电,0.51,3412.12,1732.2
905,002045,国光电器,0.91,6670.89,6042.35
906,002258,利尔化学,2.1,9944.04,20834.73
907,300050,世纪鼎利,6.78,1768.99,11993.82
908,000011,深物业A,-7.71,-4605.42,35485.72
909,002096,南岭民爆,1.14,2979.72,3385.11
910,600071,凤凰光学,-3.39,3406.97,-11539.68
911,000528,柳 工,0.14,35655.5,4926.01
912,600382,广东明珠,3.02,5862.47,17720.27
913,002135,东南网架,0.54,9052.89,4912.46
914,601991,大唐发电,-0.97,270729.1,-262333.1
915,600995,文山电力,2.08,7656.93,15937.56
916,000563,陕国投Ａ,50.8,1014.28,51523.76
917,600723,首商股份,36.51,810.2,29581.75
918,002014,永新股份,4.29,4725.52,20271.06
919,002039,黔源电力,-3.27,-3963.18,12961.37
920,000785,武汉中商,0.13,1526.6,204.11
921,002347,泰尔股份,0.66,1509.94,1003.85
922,000416,民生控股,2.96,562.09,1664.3
923,300150,世纪瑞尔,5.65,1608.02,9078.4
924,601808,中海油服,-10.16,112801.14,-1145618.63
925,600011,华能国际,1.59,555038.15,881429.09
926,600845,宝信软件,3.89,8635.41,33565.9
927,000534,万泽股份,8.07,943.72,7619.02
928,000059,华锦股份,20.19,8931.43,180324.35
929,300001,特锐德,18.08,1391.0,25152.76
930,600743,华远地产,-151.55,-489.17,74132.36
931,600889,南京化纤,4.15,2187.12,9083.16
932,002080,中材科技,7.06,5683.29,40140.33
933,000615,京汉股份,10.71,1019.67,10924.51
934,600523,贵航股份,9.29,1864.05,17323.95
935,600370,三房巷,0.62,7552.14,4653.65
936,600875,东方电气,-2.15,83019.96,-178430.68
937,000524,岭南控股,1.21,2536.3,3061.49
938,000058,深 赛 格,-1.6,-6716.92,10756.02
939,000973,佛塑科技,-1.33,-9442.27,12565.51
940,000948,南天信息,1.03,2011.97,2068.94
941,000695,滨海能源,0.11,3447.78,388.33
942,000921,海信科龙,45.1,2412.08,108773.21
943,002353,杰瑞股份,5.95,2026.63,12067.41
944,002137,麦达数字,3.2,4686.5,14998.77
945,000628,高新发展,-0.17,-17602.17,2936.67
946,002141,贤丰控股,0.35,2404.82,843.42
947,600287,江苏舜天,1.47,3202.8,4699.62
948,000655,金岭矿业,-8.19,6866.23,-56256.37
949,600162,香江控股,10.8,6390.77,69029.22
950,000731,四川美丰,-1.01,24909.56,-25037.38
951,600248,延长化建,-3.56,-3454.39,12281.65
952,600740,山西焦化,1.29,3415.44,4421.64
953,600898,三联商社,13.93,116.24,1619.33
954,600203,福日电子,12.53,508.72,6376.22
955,300055,万邦达,116.28,225.54,26224.83
956,600829,人民同泰,1.03,21824.52,22450.99
957,600311,荣华实业,0.37,-17338.69,-6495.56
958,600380,健康元,-5.83,-7744.06,45141.52
959,000687,华讯方舟,5.83,2762.07,16108.68
960,600701,工大高新,6.11,1253.33,7658.02
961,000402,金 融 街,5.34,52549.64,280437.04
962,600268,国电南自,0.46,6884.25,3151.2
963,600766,园城黄金,0.12,2605.24,314.59
964,600242,中昌数据,-0.3,-11330.38,3386.92
965,000619,海螺型材,0.54,13979.07,7597.19
966,002062,宏润建设,3.39,6871.84,23299.46
967,000972,*ST中基,-3.37,7529.57,-25411.15
968,000980,金马股份,5.67,1530.93,8678.44
969,002314,南山控股,4.74,11115.61,52699.71
970,600599,熊猫金控,-4.08,-508.22,2071.44
971,000839,中信国安,0.55,41915.95,23020.17
972,600593,大连圣亚,-0.85,-3937.15,3354.86
973,600720,祁连山,20.19,825.16,16657.91
974,000546,金圆股份,33.07,923.74,30550.97
975,300023,宝德股份,60.44,103.98,6285.02
976,600114,东睦股份,103.94,169.19,17586.31
977,000878,云南铜业,0.17,120473.96,20342.72
978,002281,光迅科技,7.4,3852.64,28502.13
979,600340,华夏幸福,905.77,716.69,649157.91
980,002709,天赐材料,18.97,2089.38,39632.79
981,300046,台基股份,2.17,1772.52,3854.35
982,002155,湖南黄金,1.48,9698.12,14350.25
983,600803,新奥股份,16.8,3086.84,51869.36
984,600848,上海临港,67.46,597.94,40336.5
985,600246,万通地产,3.78,2917.29,11030.67
986,002213,特 尔 佳,0.46,1749.02,798.28
987,002246,北化股份,1.67,5016.89,8397.24
988,000828,东莞控股,4.16,19947.72,82901.82
989,600337,美克家居,10.32,3206.98,33080.05
990,600159,大龙地产,4.47,2260.32,10104.0
991,600321,国栋建设,0.11,3897.19,415.61
992,300048,合康新能,112.79,158.66,17895.08
993,600008,首创股份,1.43,42692.52,61088.89
994,300011,鼎汉技术,6.7,1660.17,11122.42
995,000881,中广核技,5.92,5269.58,31191.36
996,300008,天海防务,15.51,930.39,14434.81
997,300018,中元股份,3.96,2695.15,10678.02
998,000897,津滨发展,1.04,4507.77,4705.62
999,600260,凯乐科技,2.17,8393.32,18222.96
1000,600345,长江通信,3.92,1619.41,6353.15
1001,002233,塔牌集团,5.55,8186.91,45423.02
1002,300213,佳讯飞鸿,5.98,1724.43,10320.67
1003,000997,新 大 陆,11.29,4087.47,46134.73
1004,300021,大禹节水,6.83,885.43,6048.72
1005,603569,长久物流,6.36,5694.11,36242.44
1006,000958,东方能源,32.09,880.99,28268.9
1007,000920,南方汇通,-0.73,-13460.99,9865.72
1008,000670,盈方微,-0.19,-12750.51,2417.17
1009,600476,湘邮科技,0.32,725.62,231.16
1010,002238,天威视讯,4.57,6622.76,30263.41
1011,600717,天津港,2.45,51525.62,126368.67
1012,600684,珠江实业,16.23,2052.67,33317.1
1013,600787,中储股份,9.65,7951.33,76744.5
1014,600777,新潮能源,-8.02,2261.58,-18145.43
1015,600066,宇通客车,18.32,22074.17,404374.56
1016,600520,*ST中发,3.58,344.74,1235.1
1017,000959,首钢股份,0.83,48574.3,40096.4
1018,000937,冀中能源,0.5,48332.24,24397.57
1019,600368,五洲交通,2.96,7495.74,22215.78
1020,002108,沧州明珠,15.87,3070.79,48731.95
1021,000037,深南电A,20.59,6346.61,130669.48
1022,600853,龙建股份,1.59,1843.81,2930.72
1023,000401,冀东水泥,0.26,20144.25,5288.55
1024,000816,智慧农业,-3.84,3595.81,-13808.06
1025,000852,石化机械,-4.45,18633.65,-82872.2
1026,000600,建投能源,30.1,4828.34,145313.66
1027,002205,国统股份,0.95,1402.22,1332.86
1028,600209,罗顿发展,-4.94,930.9,-4594.12
1029,000786,北新建材,8.01,14615.56,117106.86
1030,600449,宁夏建材,1.59,3622.22,5764.99
1031,600793,宜宾纸业,-0.05,-6552.49,317.82
1032,600463,空港股份,0.75,3729.89,2814.87
1033,000021,深科技,0.63,34118.52,21442.35
1034,000605,渤海股份,-0.64,-6627.07,4254.59
1035,002146,荣盛发展,23.94,17323.64,414809.31
1036,000567,海德股份,0.14,2178.05,297.77
1037,600480,凌云股份,4.4,4847.13,21303.47
1038,600155,宝硕股份,0.09,-166203.68,-14212.1
1039,600135,乐凯胶片,1.49,2757.2,4114.3
1040,002158,汉钟精机,3.98,4185.62,16645.29
1041,002330,得利斯,0.13,6995.58,903.17
1042,600550,保变电气,0.55,19809.75,10912.81
1043,600405,动力源,3.16,860.18,2716.31
1044,600732,*ST新梅,3.25,601.84,1954.76
1045,600710,*ST常林,6.05,3413.86,20665.56
