,code,name,times_4,net40,net41
42,002680,长生生物,1.45,29305.99,42486.75
43,300131,英唐智控,5.35,3761.56,20143.02
44,600873,梅花生物,2.45,42545.68,104168.99
45,002053,云南能投,2.63,10252.88,27012.68
46,000513,丽珠集团,1.26,62264.1,78435.36
47,002302,西部建设,0.91,34679.09,31630.98
48,000803,*ST金宇,1.85,-3327.79,-6163.91
49,002349,精华制药,2.11,7808.11,16502.97
50,002826,易明医药,1.11,5002.99,5535.85
51,002657,中科金财,1.11,16033.44,17793.39
52,600099,林海股份,0.82,236.03,193.4
53,600750,江中药业,1.03,36701.21,37976.38
54,603822,嘉澳环保,1.1,3885.52,4288.79
55,300408,三环集团,1.21,87364.06,105918.64
56,002242,九阳股份,1.13,62004.09,69772.68
57,300115,长盈精密,1.52,44977.02,68373.99
58,603626,科森科技,0.95,19823.73,18889.59
59,000910,大亚圣象,1.7,31789.73,54111.82
60,000423,东阿阿胶,1.14,162502.7,185247.35
61,002415,海康威视,1.26,586904.96,742226.2
62,002648,卫星石化,-0.71,-43601.12,31156.46
63,600332,白云山,1.16,130035.13,150803.27
64,002635,安洁科技,1.26,30704.49,38710.92
65,002389,南洋科技,1.23,10007.79,12277.68
66,601231,环旭电子,1.17,69051.65,80558.18
67,600104,上汽集团,1.07,2979379.07,3200861.07
68,300324,旋极信息,3.66,10318.1,37729.9
69,300450,先导智能,2.0,14556.08,29065.21
70,600305,恒顺醋业,0.71,23964.54,17041.12
71,002296,辉煌科技,1.14,7492.38,8507.01
72,603027,千禾味业,1.5,6653.11,10008.86
73,603186,华正新材,2.08,4083.48,8479.45
74,603036,如通股份,1.05,6289.41,6620.29
75,300145,中金环境,1.8,28383.41,50998.61
76,600516,方大炭素,2.17,3101.37,6744.89
77,002424,贵州百灵,1.17,41137.46,48232.71
78,000858,五 粮 液,1.1,617611.93,678453.33
79,600566,济川药业,1.36,68657.12,93418.29
80,002372,伟星新材,1.38,48441.0,67070.35
81,002601,龙蟒佰利,3.97,11143.56,44210.51
82,600309,万华化学,2.29,160974.36,367942.18
83,300261,雅本化学,0.26,6123.1,1620.52
84,300588,熙菱信息,1.5,2842.07,4259.73
85,603369,今世缘,1.1,68525.15,75416.2
86,300444,双杰电气,1.08,9015.33,9696.18
87,000822,山东海化,-1.0,12264.6,-12308.68
88,002847,盐津铺子,1.31,6544.39,8565.65
89,000905,厦门港务,0.8,25808.97,20660.79
90,600486,扬农化工,0.97,45508.57,43926.06
91,600436,片仔癀,1.15,46667.67,53613.19
92,601800,中国交建,1.07,1569628.46,1674307.42
93,600570,恒生电子,0.04,45373.35,1829.14
94,000586,汇源通信,0.18,1698.41,301.95
95,300225,金力泰,1.01,6924.02,7023.55
96,600328,兰太实业,-2.51,-3311.64,8327.95
97,600479,千金药业,1.61,9295.96,14942.87
98,600518,康美药业,1.21,275673.46,334040.36
99,002040,南 京 港,3.9,2168.77,8461.13
100,300433,蓝思科技,0.78,154275.42,120359.48
101,600089,特变电工,1.16,188754.67,219034.82
102,300463,迈克生物,1.24,25104.36,31202.28
103,600588,用友网络,0.61,32374.53,19739.17
104,002410,广联达,1.75,24197.06,42309.6
105,600771,广誉远,60.49,203.03,12281.01
106,002051,中工国际,1.22,105087.39,127960.73
107,002259,升达林业,5.21,1370.05,7138.27
108,002595,豪迈科技,1.11,64445.66,71766.57
109,600835,上海机电,0.79,183457.21,144909.1
110,002817,黄山胶囊,0.95,5489.05,5228.48
111,002677,浙江美大,1.3,15564.12,20265.61
112,002589,瑞康医药,2.5,23593.85,59075.89
113,000756,新华制药,1.47,8306.23,12227.15
114,000963,华东医药,1.32,109691.24,144659.17
115,002830,名雕股份,1.05,4808.69,5057.89
116,603306,华懋科技,1.5,17467.18,26248.4
117,601717,郑煤机,1.47,4219.86,6199.74
118,600987,航民股份,1.12,48433.32,54281.05
119,000089,深圳机场,1.08,52178.42,56243.09
120,601668,中国建筑,1.15,2606189.8,2987010.4
121,002706,良信电器,1.3,12513.55,16219.62
122,603588,高能环境,1.47,10638.62,15648.14
123,300425,环能科技,1.33,5218.57,6953.38
124,600532,宏达矿业,-0.32,-35453.24,11463.12
125,000069,华侨城Ａ,1.48,464066.51,688841.79
126,002195,二三四五,1.52,41718.34,63496.56
127,002683,宏大爆破,0.62,10141.25,6263.27
128,300348,长亮科技,2.74,3695.52,10125.29
129,603883,老百姓,1.23,24050.18,29689.54
130,600976,健民集团,0.76,8550.02,6465.56
131,600663,陆家嘴,1.39,190002.35,264873.6
132,000661,长春高新,1.26,38447.95,48485.25
133,300176,鸿特精密,1.31,3826.51,5011.15
134,300223,北京君正,0.22,3204.89,705.21
135,603696,安记食品,0.77,5316.35,4079.57
136,603811,诚意药业,1.18,5770.51,6816.92
137,600867,通化东宝,1.3,49295.9,64092.34
138,002450,康得新,1.39,140945.73,196290.8
139,603288,海天味业,1.13,250963.24,284313.4
140,300244,迪安诊断,1.5,17479.47,26276.09
141,300365,恒华科技,1.55,8066.66,12542.89
142,000939,凯迪生态,0.86,38857.92,33352.79
143,002294,信立泰,1.1,126592.0,139641.42
144,600060,海信电器,1.18,148878.24,175886.9
145,000553,沙隆达Ａ,-0.53,14184.05,-7449.0
146,000856,冀东装备,-0.11,-20310.99,2312.46
147,600176,中国巨石,1.55,98304.71,152103.51
148,300374,恒通科技,1.15,4348.29,5021.87
149,002185,华天科技,1.23,31851.61,39092.07
150,600519,贵州茅台,1.08,1550309.03,1671836.27
151,603669,灵康药业,1.03,14969.43,15392.52
152,603578,三星新材,1.26,3772.46,4770.53
153,600966,博汇纸业,5.22,3854.81,20131.96
154,603006,联明股份,1.32,9773.28,12912.75
155,600828,茂业商业,7.4,7677.19,56802.79
156,603330,上海天洋,1.07,5026.6,5360.21
157,600729,重庆百货,1.14,36736.52,41871.09
158,300492,山鼎设计,0.75,2680.12,2015.51
159,600760,中航黑豹,-0.13,-22079.59,2776.52
160,600628,新世界,4.84,5220.75,25272.05
161,601880,大连港,1.1,48433.33,53101.27
162,002849,威星智能,1.47,3549.38,5222.86
163,600132,重庆啤酒,-2.76,-6567.84,18099.01
164,000895,双汇发展,1.04,425554.18,440505.64
165,603977,国泰集团,1.04,9701.53,10094.59
166,000927,一汽夏利,8.99,1805.19,16232.7
167,002363,隆基机械,1.08,5552.85,6015.6
168,000888,峨眉山Ａ,0.97,19624.82,19119.95
169,600660,福耀玻璃,1.21,260537.96,314422.73
170,600138,中青旅,1.64,29513.39,48351.53
171,002241,歌尔股份,1.32,125114.21,165149.66
172,600196,复星医药,1.14,246009.36,280583.71
173,300122,智飞生物,0.16,19740.19,3252.03
174,600190,锦州港,0.43,12906.58,5550.26
175,000502,绿景控股,-1.36,-2367.79,3211.34
176,000488,晨鸣纸业,2.02,102122.47,206398.68
177,601186,中国铁建,1.11,1264547.8,1399961.0
178,000418,小天鹅Ａ,1.28,91918.2,117505.49
179,000026,飞亚达Ａ,0.91,12170.21,11066.27
180,002352,顺丰控股,166.35,2513.06,418042.62
181,600319,亚星化学,-0.08,-33175.31,2678.17
182,603898,好莱客,1.55,16243.97,25226.54
183,600742,一汽富维,1.01,42508.02,42726.88
184,603766,隆鑫通用,1.12,77025.89,86559.38
185,002517,恺英网络,1.04,65479.89,68174.26
186,002001,新 和 成,2.99,40206.78,120263.35
187,000417,合肥百货,1.08,26234.43,28347.66
188,002107,沃华医药,0.68,7136.57,4880.94
189,603900,通灵珠宝,1.22,18101.87,22138.67
190,603868,飞科电器,1.22,50171.14,61323.12
191,000623,吉林敖东,0.64,259358.93,166649.14
192,600110,诺德股份,0.18,14454.05,2648.22
193,601139,深圳燃气,1.17,65966.17,77200.96
194,000738,航发控制,1.06,19624.58,20884.44
195,600335,国机汽车,1.28,48063.7,61385.94
196,002032,苏 泊 尔,1.21,88900.48,107751.92
197,600970,中材国际,0.77,66427.51,51138.34
198,600557,康缘药业,1.03,36233.63,37374.1
199,603677,奇精机械,1.14,7725.68,8817.54
200,600603,广汇物流,-1.27,-19471.59,24687.11
201,600315,上海家化,0.1,220996.1,21601.67
202,603600,DR永艺股,1.32,9119.94,12022.41
203,000836,鑫茂科技,0.34,13781.74,4744.71
204,600528,中铁工业,1.0,16788.25,16786.48
205,000625,长安汽车,1.03,995271.42,1028528.41
206,300226,上海钢联,-0.09,-25038.53,2210.49
207,600056,中国医药,1.54,61445.36,94813.73
208,300427,红相电力,1.04,7093.79,7381.59
209,300204,舒泰神,1.22,21107.72,25727.47
210,600438,通威股份,3.09,33113.81,102472.44
211,002033,丽江旅游,1.13,19725.03,22382.36
212,002234,民和股份,-0.49,-31552.73,15378.98
213,002686,亿利达,1.25,9619.6,11985.02
214,002521,齐峰新材,0.53,27010.59,14193.28
215,002433,太安堂,1.28,19012.35,24332.76
216,600017,日照港,0.57,30815.85,17624.32
217,600054,黄山旅游,1.19,29579.08,35210.6
218,002490,*ST墨龙,2.36,-25956.5,-61247.64
219,600435,北方导航,1.11,3858.12,4289.85
220,300113,顺网科技,1.82,28559.97,52100.91
221,002552,宝鼎科技,-38.86,429.3,-16684.33
222,002644,佛慈制药,1.42,4294.76,6092.62
223,000759,中百集团,1.15,561.05,646.6
224,002451,摩恩电气,0.6,1456.46,870.24
225,002092,中泰化学,240.15,767.64,184347.44
226,000726,鲁 泰Ａ,1.13,71219.32,80544.63
227,002199,东晶电子,-0.06,-27468.58,1619.67
228,300044,赛为智能,1.3,7745.72,10081.95
229,002827,高争民爆,1.66,6628.34,11033.66
230,300457,赢合科技,2.06,6022.64,12387.15
231,300420,五洋科技,3.35,2169.72,7268.71
232,000999,华润三九,0.96,124922.65,119784.06
233,000931,中 关 村,0.18,15108.87,2735.81
234,600062,华润双鹤,1.08,66106.35,71421.09
235,600764,中电广通,-0.06,-12499.33,726.71
236,600422,昆药集团,0.97,42085.08,40725.61
237,300368,汇金股份,0.86,5336.21,4573.67
238,600685,中船防务,0.72,9832.07,7122.43
239,603517,绝味食品,1.26,30081.61,38030.32
240,600022,山东钢铁,-7.9,7592.99,-59989.16
241,600211,西藏药业,2.16,9163.58,19828.95
242,600079,人福医药,1.27,65382.35,83240.34
243,000581,威孚高科,1.1,151538.83,167222.43
244,600571,信雅达,1.01,12103.85,12261.34
245,601238,广汽集团,1.49,423235.19,628821.59
246,600596,新安股份,-0.29,-26681.69,7755.98
247,600276,恒瑞医药,1.19,217157.15,258895.21
248,300560,中富通,1.1,3471.22,3815.33
249,002359,齐星铁塔,-4.25,1139.83,-4841.51
250,603639,海利尔,1.12,13046.15,14625.14
251,600699,均胜电子,1.13,39985.79,45369.38
252,601601,中国太保,0.68,1772800.0,1205700.0
253,002176,江特电机,5.01,3938.78,19729.7
254,000031,中粮地产,1.0,72181.22,72015.39
255,000922,*ST佳电,0.98,-44697.0,-43666.84
256,601607,上海医药,1.11,287698.91,319639.46
257,000811,烟台冰轮,0.98,30756.43,30088.55
258,000676,智度股份,90.23,350.35,31611.38
259,601179,中国西电,1.25,90397.42,112789.08
260,300125,易世达,-7.75,802.9,-6225.83
261,002382,蓝帆医疗,1.06,17021.18,18106.94
262,000338,潍柴动力,1.76,139057.69,244118.86
263,002557,洽洽食品,0.97,36394.18,35370.96
264,601311,骆驼股份,0.85,60948.97,51533.93
265,000584,友利控股,-15.58,2625.48,-40911.48
266,300358,楚天科技,0.93,15338.9,14312.5
267,002536,西泵股份,1.89,5714.34,10785.72
268,300052,中青宝,-0.76,6520.28,-4972.93
269,002085,万丰奥威,1.2,79757.57,95796.14
270,000637,茂化实华,0.69,8940.94,6140.64
271,002028,思源电气,0.92,38211.58,35142.51
272,002013,中航机电,1.19,48920.64,58314.09
273,002229,鸿博股份,1.38,917.35,1268.01
274,300288,朗玛信息,0.87,9839.86,8514.58
275,300216,千山药机,3.44,5976.7,20579.41
276,600572,康恩贝,1.0,44037.15,44106.95
277,300258,精锻科技,1.36,13992.34,19068.57
278,603556,海兴电力,1.2,43340.86,52123.23
279,600703,三安光电,1.28,169455.47,216665.23
280,300628,亿联网络,1.75,24762.05,43232.33
281,002660,茂硕电源,-0.11,1605.31,-178.81
282,002594,比亚迪,1.79,282344.1,505215.4
283,603998,方盛制药,0.77,9067.63,6975.56
284,601333,广深铁路,1.08,107082.3,115825.38
285,002279,久其软件,1.62,13497.94,21860.97
286,300083,劲胜精密,-0.28,-47050.2,13144.14
287,600216,浙江医药,2.78,16180.13,45010.2
288,002307,北新路桥,1.19,3364.79,4015.22
289,600858,银座股份,0.21,10371.9,2207.58
290,300616,尚品宅配,1.83,13953.45,25551.07
291,300345,红宇新材,0.3,3021.84,913.54
292,000559,万向钱潮,1.07,77955.59,83380.66
293,002503,搜于特,1.86,19397.48,36170.6
294,002670,国盛金控,19.04,2616.35,49814.56
295,002449,国星光电,1.2,16024.25,19232.02
296,601588,北辰实业,0.98,61197.19,60058.54
297,600879,航天电子,1.8,26537.05,47837.31
298,603738,泰晶科技,1.17,5017.82,5890.16
299,002136,安 纳 达,-0.32,-13360.13,4251.11
300,300087,荃银高科,1.39,2213.64,3067.72
301,300182,捷成股份,1.8,53300.65,96145.26
302,000622,*ST恒立,-1.03,-4681.57,4799.91
303,603568,伟明环保,1.13,29135.26,32855.79
304,600271,航天信息,0.99,155468.82,153593.98
305,300169,天晟新材,0.78,2344.87,1819.18
306,600426,华鲁恒升,0.97,90464.94,87549.05
307,603818,曲美家居,1.58,11694.03,18500.58
308,000503,海虹控股,1.21,2306.34,2802.12
309,002262,恩华药业,1.2,25834.71,30974.3
310,600130,波导股份,0.51,6098.24,3080.75
311,603816,顾家家居,1.15,49831.19,57505.15
312,002563,森马服饰,1.06,134924.08,142650.99
313,300547,川环科技,1.29,6516.98,8432.83
314,300215,电科院,2.7,2620.53,7067.07
315,002235,安妮股份,1.07,1088.19,1165.95
316,600620,天宸股份,1.21,4968.95,6018.52
317,002003,伟星股份,1.19,24758.18,29547.54
318,002318,久立特材,1.37,12279.91,16776.67
319,600585,海螺水泥,1.13,751638.5,852991.68
320,603009,北特科技,1.2,4643.43,5576.62
321,600353,旭光股份,0.9,4855.49,4357.53
322,002034,美 欣 达,0.51,3923.55,2019.79
323,600383,金地集团,1.97,320035.04,630046.07
324,600525,长园集团,1.33,48293.9,64005.76
325,603579,荣泰健康,1.45,14270.24,20664.56
326,002502,骅威文化,2.52,12034.87,30301.85
327,000792,盐湖股份,0.61,55896.62,34126.47
328,002750,龙津药业,1.47,6180.11,9103.44
329,300534,陇神戎发,0.78,6067.72,4725.23
330,000666,经纬纺机,1.19,45795.22,54455.25
331,002058,威 尔 泰,-0.47,-1113.32,524.34
332,300221,银禧科技,3.81,4019.19,15299.3
333,000151,中成股份,0.75,13458.65,10087.99
334,002662,京威股份,1.4,45349.01,63545.18
335,600320,振华重工,1.0,21241.2,21241.99
336,300453,三鑫医疗,0.71,5187.64,3661.4
337,300312,邦讯技术,2.16,912.44,1968.18
338,000703,恒逸石化,4.5,18460.58,83033.74
339,000035,中国天楹,0.93,22819.52,21172.45
340,603858,步长制药,0.5,353676.44,176936.46
341,002669,康达新材,0.73,11254.42,8262.51
342,603737,三棵树,1.16,11550.94,13365.82
343,000900,现代投资,1.45,56685.46,82168.31
344,600633,浙数文化,1.0,61029.69,61163.22
345,002734,利民股份,1.68,6743.96,11299.23
346,600693,东百集团,2.05,4937.3,10104.67
347,603416,信捷电气,1.23,8128.62,10019.03
348,002148,北纬通信,-4.13,-1909.82,7883.05
349,002452,长高集团,1.77,6811.73,12055.62
350,601901,方正证券,0.63,406421.2,256933.69
351,300190,维尔利,0.77,12055.97,9275.34
352,600189,吉林森工,0.26,4470.64,1171.52
353,300015,爱尔眼科,1.3,42804.4,55746.72
354,002468,申通快递,326.29,386.67,126164.96
355,002592,八菱科技,1.02,12530.23,12841.34
356,603179,新泉股份,2.16,5256.9,11367.29
357,002751,易尚展示,0.38,3945.49,1511.65
358,000565,渝三峡Ａ,1.55,14457.37,22348.12
359,300285,国瓷材料,1.52,8592.23,13039.66
360,000603,盛达矿业,0.78,25926.67,20209.71
361,002020,京新药业,1.28,16604.44,21194.63
362,600753,东方银星,0.07,3861.34,262.29
363,002476,宝莫股份,0.61,2413.84,1482.97
364,603788,宁波高发,1.4,11239.56,15714.15
365,002778,高科石化,0.96,3536.44,3402.22
366,600338,西藏珠峰,4.06,16003.88,65025.7
367,601390,中国中铁,1.02,1225767.4,1250916.5
368,002603,以岭药业,1.26,43049.1,54202.32
369,002422,科伦药业,0.91,64527.13,58463.88
370,002491,通鼎互联,2.94,18350.29,53896.34
371,300256,星星科技,2.24,6507.84,14605.19
372,300386,飞天诚信,0.65,18358.27,11958.96
373,600377,宁沪高速,1.33,250662.94,334606.39
374,002218,拓日新能,4.14,3106.17,12871.21
375,000598,兴蓉环境,1.06,82473.45,87421.51
376,000591,太阳能,1.38,47275.49,65324.93
377,000707,双环科技,-53.14,1181.84,-62807.15
378,000928,中钢国际,1.09,47018.42,51241.29
379,601318,中国平安,1.15,5420300.0,6239400.0
380,002230,科大讯飞,1.14,42529.45,48443.04
381,600816,安信信托,1.76,172214.85,303394.74
382,002555,三七互娱,2.11,50601.65,107016.23
383,600678,四川金顶,-6.73,419.58,-2824.68
384,000333,美的集团,1.16,1270672.5,1468435.7
385,002725,跃岭股份,0.81,5561.71,4530.63
386,002186,全 聚 德,1.06,13113.85,13958.98
387,002694,顾地科技,1.59,2504.4,3978.18
388,600141,兴发集团,1.32,7727.37,10201.76
389,002289,*ST宇顺,-0.03,-109807.01,2985.5
390,600455,博通股份,-3.14,317.87,-999.03
391,002116,中国海诚,0.59,22800.03,13427.28
392,603889,XD新澳股,1.2,13210.36,15917.35
393,600279,重庆港九,1.01,7779.8,7846.04
394,002414,高德红外,1.12,6339.55,7085.75
395,600992,贵绳股份,1.15,1835.77,2103.52
396,000068,华控赛格,1.42,700.55,997.52
397,600665,天地源,1.11,20691.82,23032.81
398,300339,润和软件,1.56,19469.01,30357.91
399,300411,金盾股份,0.99,4290.95,4265.5
400,600860,*ST京城,0.72,-20781.74,-14878.76
401,002206,海 利 得,1.31,19546.68,25510.96
402,002434,万里扬,1.48,21164.87,31225.56
403,600597,光明乳业,1.35,41833.0,56318.54
404,300049,福瑞股份,1.32,9168.52,12104.79
405,600310,桂东电力,0.56,37591.35,20940.02
406,600768,宁波富邦,-0.35,-5276.92,1831.38
407,603000,人民网,0.39,27428.06,10600.29
408,603698,航天工程,0.55,29596.44,16386.18
409,300024,机器人,1.04,39482.35,41077.36
410,002768,国恩股份,1.81,7223.75,13091.43
411,300505,川金诺,1.38,4219.78,5808.73
412,002178,延华智能,0.43,10222.39,4446.38
413,600184,光电股份,0.63,4724.25,2960.92
414,603519,立霸股份,1.14,6350.03,7254.21
415,000550,江铃汽车,0.59,222206.11,131801.61
416,002841,视源股份,2.09,35446.35,74195.62
417,002572,索菲亚,1.45,45901.52,66401.69
418,600511,国药股份,1.07,51284.5,54760.69
419,000829,天音控股,-0.98,-22749.36,22342.68
420,002672,东江环保,1.61,33253.4,53381.38
421,300036,超图软件,2.17,5877.89,12745.02
422,603869,北部湾旅,2.38,7135.62,17013.8
423,300295,三六五网,0.86,12634.37,10835.48
424,300434,金石东方,1.09,2338.06,2552.65
425,601699,潞安环能,8.32,10301.95,85714.09
426,600125,铁龙物流,0.86,28112.2,24156.11
427,002102,冠福股份,1.27,19328.99,24540.11
428,000735,罗 牛 山,1.31,6082.96,7988.14
429,300059,东方财富,0.39,184857.12,71376.88
430,600782,新钢股份,8.3,6055.96,50292.27
431,300039,上海凯宝,1.0,28164.85,28260.68
432,000766,通化金马,31.1,686.31,21346.15
433,600398,海澜之家,1.06,295313.17,312264.73
434,600738,兰州民百,0.74,8448.49,6243.88
435,600070,浙江富润,4.21,2387.89,10064.87
436,002731,萃华珠宝,0.96,6042.28,5822.31
437,000547,航天发展,1.18,20748.36,24402.04
438,002393,力生制药,1.01,11421.45,11560.63
439,600118,中国卫星,1.04,38349.77,39766.43
440,002383,合众思壮,1.59,6057.71,9644.97
441,002059,云南旅游,0.8,8345.47,6679.74
442,600818,中路股份,1.74,5192.71,9036.5
443,000533,万 家 乐,1.83,12379.51,22665.79
444,300103,达刚路机,0.63,3765.21,2364.37
445,603618,杭电股份,1.01,13496.85,13597.29
446,300603,立昂技术,1.36,2599.48,3547.44
447,300247,乐金健康,2.1,4083.71,8563.45
448,603508,思维列控,0.69,27037.07,18691.76
449,603019,中科曙光,1.27,17689.33,22425.02
450,000753,漳州发展,-2.43,-8399.61,20397.09
451,600886,国投电力,0.72,542752.22,391644.76
452,002458,益生股份,-1.4,-40063.56,56215.99
453,600105,永鼎股份,1.39,18073.51,25052.98
454,600206,有研新材,1.58,3033.9,4789.38
455,600539,狮头股份,-0.75,1393.95,-1047.95
456,603099,长白山,0.71,10055.59,7111.22
457,600258,首旅酒店,2.11,10013.03,21093.85
458,300424,航新科技,0.83,7220.34,5986.22
459,000985,大庆华科,-2.0,-1663.09,3334.2
460,300476,胜宏科技,1.83,12653.97,23207.12
461,300459,金科娱乐,4.23,4847.77,20499.89
462,002084,海鸥卫浴,1.84,4613.65,8497.55
463,002285,世联行,1.47,50938.92,74721.52
464,000545,金浦钛业,0.92,13118.22,12080.38
465,000002,万 科Ａ,1.16,1811940.62,2102260.63
466,600866,星湖科技,-0.06,-42235.44,2430.62
467,000988,华工科技,1.52,15083.04,22980.98
468,300303,聚飞光电,1.52,10236.82,15521.2
469,002182,云海金属,5.62,3013.64,16930.22
470,300224,正海磁材,1.21,15767.95,19089.4
471,601633,长城汽车,1.31,805933.25,1055115.89
472,002252,上海莱士,1.12,144241.43,161315.36
473,000050,深天马Ａ,1.03,55467.55,56917.74
474,600761,安徽合力,1.0,39746.54,39568.4
475,002482,广田集团,1.44,27892.12,40272.19
476,600348,阳泉煤业,5.14,8339.22,42904.83
477,002215,诺 普 信,-1.2,23086.26,-27624.67
478,601002,晋亿实业,-5.25,-1356.33,7119.05
479,600259,广晟有色,-0.1,-27444.88,2632.0
480,002419,天虹股份,0.43,120841.26,52411.06
481,002358,森源电气,1.81,18260.96,33055.74
482,600731,湖南海利,1.03,1376.15,1415.5
483,300391,康跃科技,0.84,502.8,422.11
484,002732,燕塘乳业,1.1,9605.77,10608.74
485,002132,恒星科技,2.68,3949.14,10576.31
486,600058,五矿发展,-0.01,-395300.4,2895.45
487,603199,九华旅游,1.05,7066.82,7404.43
488,000831,*ST五稀,-0.05,-39782.0,1858.91
489,002374,丽鹏股份,1.28,12130.47,15559.19
490,600739,辽宁成大,1.84,51450.02,94780.41
491,002758,华通医药,0.86,4695.07,4015.52
492,603823,百合花,1.07,12978.26,13930.5
493,300006,莱美药业,0.34,2061.24,698.11
494,002544,杰赛科技,0.99,10730.9,10644.69
495,300278,华昌达,1.16,10066.07,11647.07
496,002334,英威腾,0.46,14888.02,6806.73
497,002859,洁美科技,1.55,8929.99,13811.67
498,601872,招商轮船,1.5,115368.01,172996.87
499,000761,本钢板材,-0.24,-329362.45,78127.48
500,300233,金城医药,0.93,17097.73,15939.02
501,600820,隧道股份,1.12,148063.66,165298.73
502,000733,振华科技,1.03,17651.01,18150.27
503,300147,香雪制药,0.37,17729.79,6602.41
504,002004,华邦健康,0.89,63662.54,56686.83
505,300327,中颖电子,2.16,4978.32,10763.25
506,601689,拓普集团,1.51,40854.49,61568.96
507,600360,华微电子,0.94,4300.77,4061.87
508,600545,新疆城建,-7.31,3119.07,-22799.4
509,600372,中航电子,0.97,47701.12,46041.36
510,002376,新北洋,1.54,14727.8,22712.66
511,601018,宁波港,0.9,255399.8,229892.0
512,600837,海通证券,0.51,1583885.09,804333.45
513,600857,宁波中百,0.99,4309.26,4249.91
514,600292,远达环保,0.53,28664.09,15157.72
515,600644,乐山电力,1.83,11551.67,21147.2
516,600018,上港集团,1.06,656245.35,693907.72
517,601211,国泰君安,0.63,1570029.1,984141.67
518,601111,中国国航,1.01,677400.8,681401.5
519,601881,中国银河,0.52,983551.04,515354.62
520,300112,万讯自控,2.1,1271.85,2670.52
521,002538,司尔特,0.99,24668.89,24395.68
522,300484,蓝海华腾,2.19,7093.91,15527.47
523,600649,城投控股,0.58,361195.15,209474.29
524,002256,兆新股份,2.26,5122.83,11593.49
525,600152,维科精华,-1.46,4423.27,-6440.13
526,603444,吉比特,3.35,17497.77,58546.45
527,600048,保利地产,1.01,1234757.9,1242155.11
528,600030,中信证券,0.52,1979979.34,1036516.86
529,000532,华金资本,1.08,3780.27,4084.72
530,600804,鹏博士,1.07,71657.47,76661.3
531,601288,农业银行,1.02,18058200.0,18394100.0
532,600391,成发科技,1.35,3162.55,4255.0
533,002436,兴森科技,1.37,14020.97,19260.68
534,000560,昆百大Ａ,2.57,3082.75,7916.58
535,600756,浪潮软件,1.07,10781.57,11547.89
536,000055,方大集团,6.51,10727.24,69795.64
537,002315,焦点科技,0.71,15720.62,11104.59
538,600689,上海三毛,-2.39,-3876.88,9248.98
539,300407,凯发电气,1.75,6966.94,12176.54
540,601788,光大证券,0.39,764651.61,301301.92
541,002649,博彦科技,0.65,18092.14,11717.98
542,600415,小商品城,1.54,68840.19,106027.46
543,600200,江苏吴中,1.46,4911.3,7186.75
544,603336,宏辉果蔬,0.97,6255.22,6061.84
545,601958,金钼股份,1.59,3399.19,5389.81
546,600133,东湖高新,1.03,14200.92,14562.05
547,000609,绵石投资,5.84,2280.2,13311.34
548,002474,榕基软件,1.57,1583.06,2484.53
549,300174,元力股份,1.38,3087.82,4254.78
550,300318,博晖创新,1.99,1188.2,2359.92
551,000833,贵糖股份,0.29,13450.92,3873.81
552,002487,大金重工,0.77,9266.94,7138.45
553,603838,四通股份,1.09,5469.18,5982.16
