,code,name,times_4,net40,net41
554,600973,宝胜股份,1.66,16050.11,26566.91
555,300498,温氏股份,1.9,620536.66,1178987.93
556,600175,美都能源,2.99,4992.74,14912.9
557,600861,北京城乡,0.82,10807.44,8872.59
558,002048,宁波华翔,4.45,16049.4,71388.56
559,000404,华意压缩,1.16,21789.49,25229.08
560,600298,安琪酵母,1.91,28009.46,53509.2
561,600168,武汉控股,0.89,33617.72,30067.65
562,600727,鲁北化工,1.09,2771.85,3015.84
563,000717,韶钢松山,-0.04,-259550.05,10142.73
564,002125,湘潭电化,1.94,1143.52,2224.07
565,600226,升华拜克,1.68,13988.45,23561.06
566,603223,恒通股份,1.33,4368.62,5819.99
567,000060,中金岭南,1.61,20094.67,32322.88
568,600269,赣粤高速,1.46,71210.5,103748.4
569,300238,冠昊生物,1.03,6336.6,6537.11
570,300271,华宇软件,1.3,20845.71,27169.42
571,300019,硅宝科技,1.02,8929.92,9064.42
572,600308,华泰股份,2.82,6457.49,18203.49
573,603518,维格娜丝,0.89,11211.31,10032.79
574,600595,中孚实业,-0.13,-43567.25,5799.92
575,600780,通宝能源,0.28,36990.56,10198.49
576,300389,艾比森,1.21,12553.48,15135.31
577,002063,远光软件,1.08,12122.75,13137.43
578,300496,中科创达,1.03,11660.94,12028.22
579,002332,仙琚制药,1.37,10655.1,14618.69
580,000400,许继电气,1.21,72063.67,86892.5
581,000926,福星股份,1.24,46887.03,58105.62
582,002483,润邦股份,-0.18,-46046.28,8383.6
583,600705,中航资本,1.01,231227.04,232414.49
584,600614,鹏起科技,1.95,4707.92,9169.23
585,603021,山东华鹏,1.03,5008.64,5136.1
586,601579,会稽山,1.24,11368.85,14146.56
587,000610,西安旅游,0.99,1082.49,1071.33
588,600006,东风汽车,0.64,34437.99,21885.45
589,603908,牧高笛,0.88,5424.3,4748.69
590,300250,初灵信息,1.9,7161.33,13635.23
591,002783,凯龙股份,1.11,9759.38,10877.98
592,300054,鼎龙股份,1.51,15883.57,24010.18
593,600713,南京医药,1.15,15672.45,18027.18
594,600819,耀皮玻璃,-0.62,-36426.72,22577.46
595,000688,建新矿业,0.81,28839.21,23432.33
596,600748,上实发展,1.14,51965.47,59186.03
597,600029,南方航空,1.31,385100.0,505500.0
598,600836,界龙实业,-0.6,1825.34,-1098.34
599,300406,九强生物,1.11,24504.34,27164.61
600,600212,江泉实业,-0.13,-34049.25,4455.11
601,603598,引力传媒,1.22,2715.03,3303.19
602,600652,游久游戏,1.57,7461.67,11732.0
603,300284,苏交科,1.22,31063.35,37920.96
604,002390,信邦制药,1.41,17437.94,24601.28
605,603309,维力医疗,0.87,9132.49,7925.0
606,603988,中电电机,0.56,4277.05,2389.08
607,000719,大地传媒,0.96,70316.98,67307.33
608,600178,东安动力,3.35,2343.59,7854.68
609,300167,迪威视讯,2.93,1001.34,2938.57
610,603968,醋化股份,1.42,10389.29,14773.09
611,600160,巨化股份,0.93,16177.79,15123.0
612,601137,博威合金,2.6,7050.23,18335.04
613,300329,海伦钢琴,1.07,3099.38,3328.48
614,600182,S佳通,0.75,20230.46,15115.83
615,002198,嘉应制药,0.83,6635.49,5517.2
616,300121,阳谷华泰,3.99,3931.29,15677.84
617,300197,铁汉生态,1.71,30604.28,52206.56
618,601012,隆基股份,2.97,52032.58,154723.58
619,600009,上海机场,1.11,253143.3,280565.07
620,300362,天翔环境,2.67,4739.92,12659.41
621,300161,华中数控,-0.32,-4135.9,1331.83
622,600715,文投控股,4.36,13781.61,60108.64
623,600763,通策医疗,0.71,19248.18,13616.47
624,603025,大豪科技,1.29,18531.75,23875.67
625,300400,劲拓股份,1.63,3203.89,5210.82
626,603018,中设集团,1.31,16026.52,20986.98
627,600420,现代制药,2.16,22105.27,47693.37
628,002820,桂发祥,0.98,9404.46,9176.68
629,603637,镇海股份,0.82,7390.21,6031.23
630,603909,合诚股份,1.09,5300.24,5784.35
631,603901,永创智能,1.16,7620.22,8867.67
632,603601,再升科技,1.58,5109.31,8082.4
633,603345,安井食品,1.38,12834.35,17740.71
634,603268,松发股份,1.06,3688.65,3910.89
635,603011,合锻智能,1.9,2706.55,5129.45
636,603010,万盛股份,1.76,8502.17,14951.75
637,601939,建设银行,1.01,22814500.0,23146000.0
638,601900,南方传媒,1.12,37698.24,42226.2
639,601801,皖新传媒,1.37,77276.62,105867.11
640,601727,上海电气,0.97,212857.4,206017.0
641,601608,中信重工,-25.56,6196.77,-158393.73
642,601113,华鼎股份,0.73,10023.65,7273.31
643,601106,中国一重,3.19,-179505.8,-573401.85
644,601069,西部黄金,1.96,6443.15,12654.97
645,600986,科达股份,3.55,11714.85,41576.12
646,600859,王府井,0.87,66124.53,57483.4
647,600855,航天长峰,1.97,2926.89,5774.49
648,600834,申通地铁,0.75,6896.52,5194.22
649,600823,世茂股份,1.04,204563.4,211883.28
650,600808,马钢股份,-0.26,-480429.97,122889.24
651,600794,保税科技,1.0,2456.17,2466.3
652,600773,西藏城投,1.18,6242.85,7338.2
653,600770,综艺股份,-0.21,-24631.47,5123.26
654,600735,新华锦,1.42,3915.27,5565.29
655,600733,S*ST前锋,1.1,-3029.01,-3340.21
656,600725,ST云维,-0.59,-260033.18,154456.34
657,600696,*ST匹凸,4.49,-10242.49,-45977.59
658,600681,百川能源,-136.3,-404.38,55117.41
659,600671,天目药业,-0.06,-2154.37,121.72
660,600657,信达地产,1.02,86016.6,88099.54
661,600655,豫园商城,0.59,80720.42,47884.45
662,600651,飞乐音响,0.93,37613.81,35109.21
663,600643,爱建集团,1.12,55468.08,62050.08
664,600639,浦东金桥,1.31,47151.95,61674.82
665,600634,富控互动,1.41,12248.75,17231.04
666,600609,金杯汽车,-5.83,3574.68,-20841.52
667,600602,云赛智联,1.47,16187.77,23772.06
668,600582,天地科技,0.76,122739.27,93187.96
669,600551,时代出版,1.02,39301.83,40259.03
670,600506,香梨股份,-3.63,237.57,-862.59
671,600505,西昌电力,0.86,6521.55,5603.2
672,600490,鹏欣资源,2.62,1962.04,5149.29
673,600469,风神股份,0.34,24723.41,8455.14
674,600462,九有股份,-0.19,-3579.77,673.78
675,600439,瑞贝卡,1.21,14138.82,17160.66
676,600418,江淮汽车,1.35,85758.18,116196.57
677,600409,三友化工,1.85,41260.72,76286.0
678,600406,国电南瑞,1.11,129921.66,144717.65
679,600400,红豆股份,1.85,8609.56,15941.77
680,600387,海越股份,1.74,2299.74,4002.59
681,600323,瀚蓝环境,1.26,40290.18,50856.75
682,600307,酒钢宏兴,-0.01,-736387.36,8242.16
683,600301,ST南化,-0.14,-4183.52,601.42
684,600277,亿利洁能,1.98,13070.47,25843.43
685,600255,鑫科材料,5.81,3297.86,19176.91
686,600239,云南城投,0.88,27864.86,24413.94
687,600228,*ST昌九,1.51,-2459.65,-3709.08
688,600225,*ST松江,0.67,-67952.74,-45500.02
689,600173,卧龙地产,1.34,6040.52,8074.36
690,600151,航天机电,1.16,17261.55,20045.26
691,600146,商赢环球,-0.47,-6107.29,2890.86
692,600136,当代明诚,2.29,5347.09,12218.42
693,600111,北方稀土,0.28,32571.54,9083.56
694,600097,开创国际,-0.07,-11080.98,786.83
695,600050,中国联通,0.04,347159.09,15407.41
696,300543,朗科智能,1.22,6272.05,7658.08
697,300537,广信材料,1.02,4158.58,4241.3
698,300518,盛讯达,1.08,9213.64,9967.39
699,300510,金冠电气,1.13,5004.76,5636.68
700,300490,华自科技,1.07,4521.7,4821.4
701,300479,神思电子,0.42,4942.49,2060.58
702,300472,新元科技,0.64,2522.82,1619.69
703,300467,迅游科技,0.66,5936.48,3911.51
704,300423,鲁亿通,0.56,4400.75,2476.46
705,300364,中文在线,1.12,3125.47,3504.47
706,300334,津膜科技,0.9,5289.05,4739.58
707,300309,吉艾科技,-5.91,7439.35,-43931.83
708,300268,万福生科,-0.06,-9944.32,587.97
709,300254,仟源医药,1.32,2290.0,3014.77
710,300235,方直科技,0.83,2222.81,1841.26
711,300212,易华录,1.13,12492.22,14110.56
712,300209,天泽信息,55.37,175.86,9737.66
713,300198,纳川股份,2.39,2676.04,6386.81
714,300163,先锋新材,2.14,3175.19,6792.31
715,300149,量子高科,1.09,5946.95,6498.1
716,300148,天舟文化,1.38,17621.79,24356.9
717,300134,大富科技,1.3,9603.52,12466.69
718,300110,华仁药业,1.04,2293.65,2394.62
719,300104,乐视网,0.97,57302.72,55475.92
720,300092,科新机电,-0.78,-4098.86,3188.97
721,300089,文化长城,11.04,1239.01,13679.72
722,300088,长信科技,1.46,23771.45,34709.78
723,300066,三川智慧,0.96,13920.77,13357.63
724,300051,三五互联,-0.71,-7974.52,5688.85
725,300025,华星创业,0.69,10849.39,7498.3
726,002858,力盛赛车,1.32,2470.95,3267.39
727,002823,凯中精密,1.41,9125.45,12870.26
728,002807,江阴银行,0.96,81449.9,77792.6
729,002803,吉宏股份,1.15,3738.44,4299.61
730,002787,华源控股,1.28,8413.76,10752.09
731,002740,爱迪尔,0.86,6737.88,5779.58
732,002717,岭南园林,1.55,16795.11,26080.41
733,002699,美盛文化,1.5,12640.83,18995.86
734,002691,冀凯股份,0.35,2403.77,835.52
735,002685,华东重机,1.36,2191.08,2971.79
736,002684,猛狮科技,33.76,278.36,9397.69
737,002675,东诚药业,1.46,8974.54,13095.26
738,002664,信质电机,1.14,20218.92,23095.78
739,002663,普邦股份,0.53,19941.69,10517.91
740,002655,共达电声,0.94,1921.97,1800.81
741,002652,扬子新材,1.97,4120.83,8127.49
742,002650,加加食品,1.02,14732.18,15009.84
743,002642,荣之联,1.15,20898.58,24010.41
744,002640,跨境通,2.34,16838.67,39376.82
745,002625,龙生股份,1.63,4033.7,6594.25
746,002619,巨龙管业,1.35,15874.98,21416.15
747,002606,大连电瓷,2.55,3692.84,9416.75
748,002583,海能达,1.59,25318.37,40182.84
749,002578,闽发铝业,0.93,1907.34,1767.26
750,002575,群兴玩具,0.7,1818.64,1276.43
751,002569,步森股份,0.57,1150.41,659.96
752,002547,春兴精工,0.9,18116.63,16345.32
753,002513,蓝丰生化,-1.56,-6876.96,10718.06
754,002499,科林环保,0.7,2763.39,1929.72
755,002486,嘉麟杰,-0.12,-10231.95,1185.84
756,002464,金利科技,5.71,3234.87,18457.53
757,002453,天马精化,-12.11,2535.41,-30704.57
758,002426,胜利精密,1.62,26516.46,42942.11
759,002417,三元达,-3.59,2937.67,-10543.58
760,002400,省广股份,1.12,54764.35,61124.64
761,002299,圣农发展,-1.75,-38778.88,67872.8
762,002282,博深工具,1.89,659.67,1248.45
763,002255,海陆重工,0.89,8480.47,7535.26
764,002245,澳洋顺昌,0.85,24143.54,20562.14
765,002191,劲嘉股份,0.79,72072.97,57072.14
766,002181,粤 传 媒,-0.43,-44542.18,18953.67
767,002173,*ST创疗,-1.76,-6533.77,11471.35
768,002168,深圳惠程,0.59,12833.15,7591.25
769,002162,悦心健康,1.18,1443.41,1702.63
770,002128,露天煤业,1.54,53384.45,82395.56
771,002120,韵达股份,23.63,4981.79,117722.43
772,002113,天润数娱,-12.33,-438.82,5411.31
773,002082,栋梁新材,1.11,6302.46,6973.56
774,002075,沙钢股份,-2.73,-8062.18,21999.55
775,002061,江山化工,-0.36,-18334.43,6627.97
776,002050,三花智控,1.42,60540.69,85745.53
777,002049,紫光国芯,1.0,33548.01,33610.64
778,002015,霞客环保,-0.38,10888.2,-4124.19
779,002012,凯恩股份,0.45,1930.02,868.91
780,000981,银亿股份,0.97,52711.71,51388.43
781,000953,*ST河化,1.32,-10701.35,-14176.06
782,000935,四川双马,-0.74,-11372.5,8453.89
783,000916,华北高速,2.21,13580.29,30001.0
784,000898,鞍钢股份,-0.35,-459300.0,161600.0
785,000892,欢瑞世纪,203.86,130.03,26507.31
786,000889,茂业通信,1.43,15360.32,21995.41
787,000885,同力水泥,1.18,3608.93,4269.42
788,000862,银星能源,-0.09,-11703.16,1103.02
789,000838,财信发展,1.33,8387.73,11130.79
790,000821,京山轻机,1.69,5058.83,8536.3
791,000812,陕西金叶,1.76,1979.96,3492.67
792,000800,一汽轿车,-18.02,5294.81,-95432.73
793,000758,中色股份,0.79,37514.59,29601.33
794,000755,*ST三维,1.34,-50522.33,-67490.91
795,000716,黑芝麻,0.11,14913.82,1631.61
796,000710,*ST天仪,0.32,-1300.87,-418.59
797,000682,东方电子,1.19,5020.96,5972.58
798,000673,当代东方,1.6,11074.87,17747.05
799,000636,风华高科,2.25,6172.84,13890.61
800,000558,莱茵体育,-0.07,-35838.56,2519.22
801,000526,*ST紫学,7.28,-1356.25,-9868.32
802,000408,*ST金源,-15.32,-5952.28,91180.98
803,000063,中兴通讯,-0.73,320788.5,-235741.8
804,000040,东旭蓝天,2.83,6204.96,17537.95
805,000034,神州数码,18.9,2136.32,40379.52
806,000032,深桑达Ａ,1.11,5459.15,6071.29
807,000029,深深房Ａ,1.03,30112.98,31156.74
808,000008,神州高铁,2.81,18567.15,52186.62
809,000007,全新好,5.57,1399.62,7801.9
810,000004,国农科技,31.51,124.71,3929.93
811,300097,智云股份,1.73,5369.02,9302.29
812,603368,柳州医药,1.54,20837.83,32101.15
813,603030,全筑股份,1.22,8253.25,10039.14
814,300403,地尔汉宇,1.3,14780.51,19156.6
815,002821,凯莱英,1.65,15354.5,25273.52
816,002485,希努尔,0.33,2258.61,746.86
817,300373,扬杰科技,1.46,13780.27,20182.09
818,601088,中国神华,1.41,1614400.0,2271200.0
819,603686,龙马环卫,1.4,15077.6,21132.12
820,603806,福斯特,1.31,64729.46,84773.59
821,600172,黄河旋风,1.34,27487.03,36965.7
822,600325,华发股份,1.44,70801.42,101838.19
823,603990,麦迪科技,1.16,3895.6,4520.57
824,600666,奥瑞德,1.55,30061.23,46531.88
825,002150,通润装备,1.5,6632.05,9932.96
826,002626,金达威,2.66,11257.3,29976.79
827,300630,普利制药,1.38,5070.19,6977.85
828,002131,利欧股份,2.53,22541.05,57101.18
829,000062,深圳华强,1.13,37558.01,42586.09
830,002300,太阳电缆,0.86,18109.99,15533.08
831,600641,万业企业,3.4,21147.25,71842.21
832,601628,中国人寿,0.55,3469900.0,1912700.0
833,002534,杭锅股份,-1.24,-15493.74,19153.01
834,600483,福能股份,0.95,106333.78,101460.43
835,002024,苏宁云商,0.81,87250.4,70441.4
836,300431,暴风集团,0.3,17331.37,5281.17
837,601965,中国汽研,1.1,31087.94,34184.23
838,600885,宏发股份,1.23,47230.24,58176.85
839,300378,鼎捷软件,3.52,1166.35,4108.22
840,002114,罗平锌电,4.68,1772.92,8291.35
841,601968,宝钢包装,0.11,8734.81,988.51
842,601688,华泰证券,0.59,1069687.09,627061.15
843,000776,广发证券,0.61,1320101.41,803010.66
844,600999,招商证券,0.5,1090874.88,540345.06
845,000739,普洛药业,1.26,20823.03,26289.71
846,600123,兰花科创,-48.09,1372.55,-66004.22
847,002208,合肥城建,1.19,9151.96,10875.94
848,002244,滨江集团,1.39,100286.28,139880.7
849,002153,石基信息,1.08,36099.57,38879.03
850,002568,百润股份,-0.29,50019.77,-14702.19
851,600843,上工申贝,0.92,15741.71,14423.13
852,000987,越秀金控,2.71,22906.49,62049.58
853,300558,贝达药业,1.07,34529.81,36879.59
854,000639,西王食品,0.92,14627.98,13481.51
855,600493,凤竹纺织,4.34,1299.8,5642.09
856,600369,西南证券,0.26,355465.05,91757.27
857,600052,浙江广厦,-0.54,-65611.26,35747.56
858,300033,同花顺,1.27,95722.28,121157.67
859,300086,康芝药业,0.68,6831.11,4615.66
860,603611,诺力股份,1.35,10719.7,14484.28
861,600028,中国石化,1.44,3220700.0,4641600.0
862,300325,德威新材,1.22,6323.57,7743.92
863,600035,楚天高速,0.91,42965.18,39045.66
864,300041,回天新材,1.16,8385.21,9703.92
865,600101,明星电力,0.94,8908.52,8353.91
866,000993,闽东电力,1.15,2290.52,2633.05
867,600508,上海能源,39.6,1140.69,45166.86
868,000978,桂林旅游,0.25,2988.8,738.78
869,600163,中闽能源,18.23,578.47,10547.85
870,300269,联建光电,1.8,22367.2,40296.02
871,002828,贝肯能源,0.96,6522.29,6260.89
872,002056,横店东磁,1.37,32317.38,44118.38
873,002086,东方海洋,1.53,4996.02,7661.71
874,300580,贝斯特,1.24,9409.07,11695.62
875,000541,佛山照明,20.08,5340.56,107234.21
876,002344,海宁皮城,1.0,54880.27,54998.82
877,600882,广泽股份,-0.12,-27491.06,3221.01
878,002228,合兴包装,0.9,11473.87,10293.65
879,000626,远大控股,1.27,30808.15,39093.82
880,600103,青山纸业,-0.31,-14651.58,4498.85
881,600039,四川路桥,1.02,102509.69,104455.26
882,002022,科华生物,1.1,21062.49,23240.05
883,002727,一心堂,1.02,34643.86,35337.7
884,002250,联化科技,0.41,63807.24,26385.21
885,002377,国创高新,0.17,3114.7,521.64
886,601636,旗滨集团,4.87,17133.26,83505.69
887,600192,长城电工,0.55,4047.03,2231.5
888,300043,星辉娱乐,1.3,35193.36,45802.77
889,600736,苏州高新,1.6,19141.63,30711.28
890,600367,红星发展,-0.24,-19039.1,4585.95
891,000425,徐工机械,4.12,5059.82,20858.32
892,002174,游族网络,1.14,51556.66,58787.99
893,000721,西安饮食,-0.39,-3164.76,1235.12
894,601818,光大银行,1.03,2952800.0,3032900.0
895,600086,东方金钰,0.84,30028.7,25081.52
896,600971,恒源煤电,-0.03,-138329.15,3528.66
897,000667,美好置业,1.55,42818.11,66485.62
898,002240,威华股份,-0.12,-19482.86,2340.58
899,600826,兰生股份,1.64,51092.7,84043.53
900,600222,太龙药业,0.72,555.7,401.56
901,600067,冠城大通,1.51,21245.05,32151.71
902,600026,中远海能,4.93,38968.57,192251.27
903,300350,华鹏飞,1.55,8532.64,13190.22
904,600716,凤凰股份,-0.7,-7478.3,5243.34
905,600109,国金证券,0.55,235977.62,129873.05
906,603887,城地股份,0.99,5596.09,5534.62
907,300205,天喻信息,2.84,699.5,1984.98
908,600350,山东高速,1.12,275787.45,308935.75
909,000797,中国武夷,1.72,12763.34,21966.42
910,002149,西部材料,-0.16,-13231.1,2122.11
911,600754,锦江股份,1.09,63760.95,69457.94
912,600664,哈药股份,1.36,58013.27,78810.31
913,002596,海南瑞泽,0.89,7896.39,7021.65
914,600488,天药股份,0.81,7872.39,6380.57
915,300419,浩丰科技,1.07,5722.04,6141.81
916,000656,金科股份,1.1,126695.96,139526.03
917,600789,鲁抗医药,3.69,789.72,2910.2
918,300188,美亚柏科,1.37,13316.5,18262.4
919,000150,宜华健康,14.42,5161.27,74438.61
920,600393,粤泰股份,2.25,6450.95,14514.23
921,600289,亿阳信通,1.23,10555.11,12981.65
922,300487,蓝晓科技,1.21,5085.36,6169.56
923,600862,中航高科,0.51,14460.59,7342.21
924,000970,中科三环,1.15,27476.35,31659.31
925,002579,中京电子,3.8,2924.0,11098.64
926,000043,中航地产,0.4,40121.89,16139.09
927,600358,国旅联合,-12.81,1273.18,-16310.36
928,000705,浙江震元,1.25,3622.56,4527.56
929,000572,海马汽车,1.42,16246.08,23023.09
930,600064,南京高科,1.09,84820.17,92652.8
931,300034,钢研高纳,0.77,12428.8,9596.79
932,002809,红墙股份,0.8,8258.42,6613.61
933,002471,中超控股,1.01,11133.18,11194.66
934,603328,依顿电子,1.26,46734.14,58842.78
935,603085,天成自控,1.05,3340.82,3522.13
936,601677,明泰铝业,1.56,17296.61,26917.75
937,600355,精伦电子,-0.13,-8987.53,1129.44
938,300567,精测电子,1.29,7675.04,9868.42
939,600825,新华传媒,0.84,5779.48,4840.7
940,600346,恒力股份,-4.85,-24310.17,117983.43
941,000555,神州信息,0.69,35062.03,24199.06
942,600036,招商银行,1.08,5769600.0,6208100.0
943,002703,浙江世宝,1.19,5354.08,6348.75
944,002455,百川股份,1.33,6012.65,7979.44
945,603566,普莱柯,1.33,14174.22,18800.21
946,603311,金海环境,1.37,5175.02,7078.68
947,300078,思创医惠,1.33,14096.82,18797.89
948,600223,鲁商置业,0.82,11249.18,9237.21
949,300590,移为通信,0.94,10152.17,9526.94
950,601377,兴业证券,0.49,416715.06,204632.14
951,600403,*ST大有,1.52,-128832.6,-196263.13
952,000877,天山股份,-0.19,-52505.07,9978.54
953,002700,新疆浩源,0.72,11084.44,8005.53
954,300338,开元仪器,1.55,379.35,589.16
955,002630,华西能源,1.03,19841.58,20507.13
956,603118,共进股份,1.36,25259.66,34309.74
957,300533,冰川网络,0.91,17154.92,15546.4
958,002044,美年健康,1.3,26027.34,33891.04
959,002441,众业达,0.79,18137.67,14338.36
960,002159,三特索道,-1.25,4300.71,-5394.03
961,000933,*ST神火,-0.2,-167268.86,34213.92
962,600496,精工钢构,0.57,19159.06,10957.31
963,000576,广东甘化,0.58,17732.07,10240.62
964,603993,洛阳钼业,1.31,76116.01,99804.06
965,300531,优博讯,1.14,5949.47,6756.54
966,600261,阳光照明,1.22,37164.94,45220.27
967,601099,太平洋,0.59,113305.52,66772.1
968,002668,奥马电器,1.12,26703.38,29804.49
969,002533,金杯电工,1.16,14606.16,16897.05
970,600482,中国动力,6.13,17507.87,107324.9
971,000902,新洋丰,0.75,74762.87,56308.67
972,002520,日发精机,1.04,3957.8,4112.47
973,002190,成飞集成,1.56,8810.98,13771.64
974,600061,国投安信,0.57,452259.27,256173.2
975,002484,江海股份,1.15,12907.28,14904.66
976,000606,神州易桥,-0.29,-15911.59,4581.83
977,600706,曲江文旅,1.11,4792.16,5340.1
978,002331,皖通科技,1.11,6949.44,7687.27
979,300330,华虹计通,2.13,-1361.48,-2894.72
980,001696,宗申动力,0.76,38122.75,29111.76
981,601127,小康股份,1.38,37236.97,51351.69
982,002152,广电运通,0.94,89846.51,84397.21
983,601155,新城控股,1.64,183627.44,301922.85
984,000795,英洛华,-0.6,-5795.43,3458.08
985,002265,西仪股份,-0.22,-3118.48,701.26
986,600635,大众公用,1.19,46113.46,54764.43
987,000166,申万宏源,0.45,1215418.79,540905.83
988,300331,苏大维格,3.3,958.07,3163.92
989,600284,浦东建设,0.95,37915.78,35911.23
990,002612,朗姿股份,2.2,7445.64,16401.58
991,002145,中核钛白,-0.67,-12636.65,8409.07
992,002479,富春环保,1.35,18139.21,24492.8
993,002106,莱宝高科,-0.35,-59752.35,21177.35
994,300480,光力科技,1.27,2438.71,3091.05
995,603899,晨光文具,1.17,42264.67,49291.99
996,002130,沃尔核材,0.19,56987.33,10727.64
997,002397,梦洁股份,0.63,15533.3,9727.28
998,600131,岷江水电,1.3,12665.13,16409.42
999,600416,湘电股份,2.19,6348.28,13877.86
1000,600273,嘉化能源,1.1,67236.66,74047.7
1001,600623,华谊集团,0.59,70407.33,41829.64
1002,603667,五洲新春,1.04,8510.46,8869.29
1003,600195,中牧股份,1.21,27566.69,33442.01
1004,300333,兆日科技,0.46,4163.05,1910.26
1005,000552,靖远煤电,1.23,17982.63,22171.86
1006,002010,传化智联,1.06,55062.91,58098.54
1007,300619,金银河,1.8,2394.07,4311.77
1008,300279,和晶科技,2.85,2402.9,6850.13
1009,600282,南钢股份,-0.15,-243242.59,35373.52
1010,300363,博腾股份,1.55,11039.48,17118.97
1011,600871,石化油服,-658.34,2447.8,-1611476.3
1012,603040,新坐标,1.2,4614.46,5547.94
1013,603656,泰禾光电,1.11,7512.55,8365.96
1014,300193,佳士科技,1.31,7729.31,10100.88
1015,000952,广济药业,6.78,2092.15,14183.92
1016,603208,江山欧派,1.17,9372.76,10936.04
1017,601988,中国银行,0.96,17084500.0,16457800.0
1018,000159,国际实业,0.63,5602.15,3521.76
1019,000597,东北制药,-0.06,-38435.78,2378.81
1020,600080,金花股份,1.08,2538.41,2729.91
1021,600893,中航动力,0.86,103333.79,89069.55
1022,000022,深赤湾Ａ,1.01,52775.15,53237.65
1023,300519,新光药业,1.0,11878.42,11895.88
1024,300127,银河磁体,1.27,9292.39,11829.09
1025,603393,新天然气,1.01,20040.5,20336.18
1026,600470,六国化工,-0.84,14879.32,-12462.45
1027,300274,阳光电源,1.3,42540.2,55361.31
1028,002023,海特高新,1.03,3965.32,4076.84
1029,000779,三毛派神,-0.17,-7906.28,1314.13
1030,601999,出版传媒,1.53,8018.97,12294.67
1031,300080,易成新能,3.21,640.12,2055.72
1032,600958,东方证券,0.32,732522.45,231397.49
1033,300396,迪瑞医疗,1.16,10827.8,12513.62
1034,600077,宋都股份,-2.57,7754.23,-19947.44
1035,603039,泛微网络,1.29,5039.6,6521.94
1036,002591,恒大高新,-0.21,-6645.46,1412.16
1037,002617,露笑科技,0.78,8320.39,6476.35
1038,600063,皖维高新,1.01,10923.12,11020.83
1039,300570,太辰光,0.87,11644.43,10139.68
1040,600251,冠农股份,0.2,13114.08,2645.79
1041,600020,中原高速,0.65,114453.84,74813.99
1042,002702,海欣食品,-0.33,-3951.41,1307.16
1043,002087,新野纺织,1.77,11722.47,20745.52
1044,601918,新集能源,-0.09,-256116.4,24173.64
1045,600569,安阳钢铁,-0.05,-255062.26,12323.71
1046,300128,锦富技术,1.77,2158.25,3820.12
1047,600784,鲁银投资,-0.64,-6484.98,4171.67
1048,300229,拓尔思,1.13,12101.69,13700.53
1049,600171,上海贝岭,0.74,5114.33,3785.39
1050,600967,北方创业,-8.76,-5665.68,49650.87
1051,000727,华东科技,2.24,1053.61,2359.7
1052,600187,国中水务,-0.14,-11787.43,1618.9
1053,000573,粤宏远Ａ,-2.14,-9206.27,19716.65
1054,300395,菲利华,1.28,8417.8,10803.11
1055,600362,江西铜业,1.24,63721.81,78753.81
1056,002633,申科股份,-1.23,2086.54,-2570.58
1057,002243,通产丽星,3.44,763.54,2627.85
1058,000561,烽火电子,1.15,7646.27,8824.01
1059,000099,中信海直,0.51,16941.16,8592.95
1060,600870,厦华电子,-0.36,1399.03,-510.21
1061,600428,中远海特,0.35,14558.14,5026.09
1062,600373,中文传媒,1.22,105795.52,129536.39
1063,002371,北方华创,2.4,3864.79,9290.16
1064,002079,苏州固锝,4.97,2283.38,11340.97
1065,300561,汇金科技,1.11,7097.3,7886.15
1066,000671,阳 光 城,0.87,141820.49,123005.98
1067,002561,徐家汇,0.95,25313.25,24146.85
1068,300114,中航电测,1.03,10032.31,10303.51
1069,002239,奥特佳,2.0,22328.5,44607.23
1070,002692,睿康股份,0.71,12805.01,9103.68
1071,600577,精达股份,1.72,12984.69,22391.93
1072,300146,汤臣倍健,0.84,63549.61,53521.18
1073,000929,兰州黄河,-0.36,6882.16,-2509.36
1074,300101,振芯科技,0.51,7827.18,4000.76
1075,002632,道明光学,1.08,4499.52,4871.04
1076,601678,滨化股份,0.83,43100.13,35881.31
1077,300037,新宙邦,2.0,12767.19,25591.97
1078,000983,西山煤电,3.08,14104.77,43407.65
1079,002445,中南文化,1.64,13936.27,22861.9
1080,600033,福建高速,1.22,55078.52,67115.35
1081,603986,兆易创新,1.12,15778.26,17642.76
1082,002156,通富微电,1.23,14732.54,18081.46
1083,603333,明星电缆,-23.49,330.28,-7759.27
1084,002508,老板电器,1.45,83049.12,120683.39
1085,600021,上海电力,0.69,133244.26,91645.74
1086,600749,西藏旅游,-17.76,535.53,-9512.41
1087,002577,雷柏科技,-0.07,-25945.64,1793.53
1088,600548,深高速,0.75,155265.64,116935.32
1089,600822,上海物贸,-0.01,-158440.47,1471.43
1090,600722,金牛化工,0.11,24444.96,2591.7
1091,600817,*ST宏盛,-0.25,-1341.8,331.03
1092,300124,汇川技术,1.15,80928.14,93183.75
1093,600218,全柴动力,1.23,7703.02,9489.14
1094,000793,华闻传媒,1.04,83785.17,87280.61
1095,300264,佳创视讯,1.9,716.69,1364.46
1096,601555,东吴证券,0.55,270849.49,149828.85
1097,002301,齐心集团,5.32,1970.83,10489.14
1098,300243,瑞丰高材,0.38,4730.95,1781.12
1099,603160,汇顶科技,2.26,37835.31,85682.4
1100,600378,天科股份,0.63,4321.31,2711.12
1101,300108,双龙股份,1.37,13564.12,18636.13
1102,300452,山河药辅,1.1,4427.3,4878.56
