,code,name,times_3,times_4,net30,net40,net31,net41
105,002490,*ST墨龙,-1.65,-3.64,13305.04,16833.03,-21897.21,-61247.64
106,600435,北方导航,1.56,3.72,245.3,1154.67,381.9,4289.85
107,300113,顺网科技,9.31,8.18,4251.32,6369.01,39598.11,52100.91
108,002644,佛慈制药,1.89,1.9,2467.37,3206.07,4670.83,6092.62
109,000759,中百集团,-0.91,0.02,19157.37,26678.24,-17482.14,646.6
110,000726,鲁 泰Ａ,0.81,0.95,71665.98,84852.81,58116.11,80544.63
111,002199,东晶电子,-7.51,2.88,1182.86,561.93,-8884.2,1619.67
112,000999,华润三九,1.52,1.58,57079.94,76044.76,86929.8,119784.06
113,000931,中 关 村,0.12,0.66,4581.19,4163.76,564.37,2735.81
114,600062,华润双鹤,1.49,1.35,40364.01,52899.86,60151.55,71421.09
115,600422,昆药集团,3.58,3.13,9226.15,13012.29,33041.81,40725.61
116,300196,长海股份,4.72,4.42,4114.15,5833.28,19418.25,25762.73
117,600211,西藏药业,9.78,9.67,1206.78,2051.43,11801.02,19828.95
118,000799,酒鬼酒,0.76,0.56,8599.19,19261.87,6551.65,10858.44
119,600571,信雅达,3.48,2.31,2467.99,5296.64,8585.98,12261.34
120,601238,广汽集团,2.15,1.47,260275.16,427161.9,560862.21,628821.59
121,002359,齐星铁塔,-2.18,-1.89,2347.35,2566.03,-5105.75,-4841.51
122,600699,均胜电子,-74.03,2.99,-544.99,15164.41,40343.96,45369.38
123,601601,中国太保,1.26,1.45,701800.0,831300.0,882900.0,1205700.0
124,000031,中粮地产,0.62,1.71,12387.85,42199.57,7672.45,72015.39
125,000922,*ST佳电,8.95,9.37,-3067.79,-4662.26,-27462.77,-43666.84
126,601607,上海医药,1.43,1.57,171302.27,204223.85,245716.88,319639.46
127,000811,烟台冰轮,1.81,1.91,13478.48,15766.23,24458.83,30088.55
128,000676,智度股份,-10.47,-3.98,-1434.84,-7941.29,15018.05,31611.38
129,601179,中国西电,-9.55,-2.18,-7901.08,-51812.0,75472.53,112789.08
130,300125,易世达,-0.62,-1.2,4607.37,5179.06,-2836.56,-6225.83
131,000338,潍柴动力,0.33,0.44,458135.38,559692.72,150413.05,244118.86
132,601311,骆驼股份,1.5,1.61,21547.89,32043.71,32413.32,51533.93
133,002536,西泵股份,1.42,1.59,5537.36,6788.98,7857.0,10785.72
134,300052,中青宝,0.68,-2.68,1238.56,1854.27,841.65,-4972.93
135,002085,万丰奥威,4.8,4.28,14773.9,22391.61,70878.76,95796.14
136,000637,茂化实华,2.24,8.31,1511.6,739.13,3387.9,6140.64
137,002028,思源电气,2.54,2.28,9386.02,15381.66,23811.06,35142.51
138,002229,鸿博股份,-0.28,0.22,4243.19,5804.55,-1202.97,1268.01
139,300216,千山药机,0.51,3.99,3706.93,5155.1,1885.4,20579.41
140,002594,比亚迪,10.39,3.65,35273.0,138462.5,366412.6,505215.4
141,601333,广深铁路,0.73,0.64,149159.43,180410.79,108943.57,115825.38
142,002279,久其软件,24.5,3.56,311.17,6139.17,7622.45,21860.97
143,600216,浙江医药,0.5,0.44,80857.02,101247.63,40506.2,45010.2
144,002307,北新路桥,0.52,0.76,5036.65,5276.11,2619.68,4015.22
145,600858,银座股份,0.53,0.19,6757.98,11566.49,3605.12,2207.58
146,002449,国星光电,1.47,1.6,8903.29,12050.78,13089.78,19232.02
147,002136,安 纳 达,0.35,0.75,5494.25,5663.94,1904.85,4251.11
148,300182,捷成股份,11.53,9.3,5319.57,10333.82,61349.19,96145.26
149,000622,*ST恒立,1.45,-1.4,-1311.27,-3435.06,-1896.25,4799.91
150,600271,航天信息,1.27,1.56,74466.86,98706.05,94406.51,153593.98
151,300169,天晟新材,0.28,0.33,4392.84,5481.76,1243.49,1819.18
152,600426,华鲁恒升,2.33,2.47,27727.51,35469.66,64467.38,87549.05
153,000503,海虹控股,-21.01,1.56,405.34,1800.07,-8514.5,2802.12
154,002262,恩华药业,2.91,2.93,8721.22,10564.71,25416.85,30974.3
155,600130,波导股份,0.45,0.51,4815.32,6015.19,2173.22,3080.75
156,002563,森马服饰,1.24,1.17,80833.43,122342.07,100196.77,142650.99
157,002235,安妮股份,1.82,2.8,606.5,417.07,1102.08,1165.95
158,600620,天宸股份,-2.71,4.32,-1924.56,1392.57,5211.9,6018.52
159,603009,北特科技,1.36,1.38,2815.62,4038.21,3815.99,5576.62
160,600353,旭光股份,4.03,14.8,842.69,294.38,3395.37,4357.53
161,002034,美 欣 达,0.22,0.25,7248.34,7991.71,1572.71,2019.79
162,600525,长园集团,0.82,0.96,55443.55,66486.33,45315.39,64005.76
163,600012,皖通高速,1.09,1.09,64546.77,85672.8,70076.14,93325.76
164,002502,骅威文化,3.51,6.31,4477.21,4802.72,15711.91,30301.85
165,000792,盐湖股份,0.11,0.14,241975.32,248113.11,26024.84,34126.47
166,300221,银禧科技,3.79,2.93,3909.76,5215.14,14826.25,15299.3
167,000151,中成股份,12.84,-9.17,588.34,-1100.37,7554.14,10087.99
168,000703,恒逸石化,0.27,0.43,185958.75,191955.52,50280.01,83033.74
169,000035,中国天楹,-4.95,-9.7,-2728.38,-2181.83,13514.65,21172.45
170,000900,现代投资,0.9,1.0,60236.58,82208.07,54079.32,82168.31
171,002148,北纬通信,6.13,6.76,765.99,1165.83,4692.11,7883.05
172,601901,方正证券,12.12,10.0,21982.89,25691.71,266524.71,256933.69
173,002592,八菱科技,1.55,1.63,5836.98,7870.61,9073.94,12841.34
174,300156,神雾环保,5.81,9.27,7763.23,7611.39,45068.94,70575.74
175,300285,国瓷材料,2.87,2.96,3233.57,4406.61,9285.89,13039.66
176,000603,盛达矿业,-21.55,0.58,-672.24,35121.62,14489.64,20209.71
177,002020,京新药业,8.01,7.28,2500.55,2911.95,20041.87,21194.63
178,600753,东方银星,2.69,-0.23,-165.85,-1150.54,-446.79,262.29
179,600338,西藏珠峰,-19.13,-13.66,-2347.81,-4761.58,44913.85,65025.7
180,601390,中国中铁,2.55,1.87,362692.3,669001.5,924540.3,1250916.5
181,002603,以岭药业,1.47,1.19,29570.57,45407.11,43526.71,54202.32
182,002491,通鼎互联,3.48,3.38,11277.51,15932.33,39259.44,53896.34
183,300256,星星科技,2.1,2.54,4304.84,5747.81,9041.65,14605.19
184,600377,宁沪高速,1.28,1.38,190428.74,242975.02,243965.63,334606.39
185,002218,拓日新能,-2.14,-0.92,-3942.17,-13969.15,8439.26,12871.21
186,000598,兴蓉环境,1.64,1.49,46383.65,58774.95,75919.24,87421.51
187,000591,太阳能,22.93,62.35,1779.02,1047.79,40784.11,65324.93
188,000707,双环科技,-0.6,-1.77,33236.14,35385.25,-20101.94,-62807.15
189,000928,中钢国际,76.86,318.39,480.06,160.94,36899.52,51241.29
190,002230,科大讯飞,4.0,3.65,6968.97,13262.89,27847.52,48443.04
191,600816,安信信托,23.05,15.55,10025.47,19509.14,231068.2,303394.74
192,002555,三七互娱,20.17,26.3,3728.96,4069.2,75217.84,107016.23
193,000333,美的集团,6.38,4.26,200649.06,344910.04,1280799.3,1468435.7
194,002186,全 聚 德,1.27,1.08,10224.21,12917.56,12966.45,13958.98
195,600141,兴发集团,0.41,0.44,19228.46,23246.25,7857.04,10201.76
196,002289,*ST宇顺,-11.92,1.44,1822.88,2080.19,-21730.47,2985.5
197,002116,中国海诚,1.21,1.48,6650.12,9059.54,8049.6,13427.28
198,002414,高德红外,0.78,0.69,5338.62,10335.43,4189.41,7085.75
199,000068,华控赛格,0.81,-0.24,-3846.79,-4086.43,-3121.03,997.52
200,600665,天地源,-0.87,1.01,19577.52,22786.42,-17032.05,23032.81
201,300339,润和软件,3.46,6.54,2751.48,4638.5,9520.63,30357.91
202,002206,海 利 得,1.37,1.28,16985.05,19970.03,23184.6,25510.96
203,600310,桂东电力,0.99,2.0,10503.97,10474.75,10352.87,20940.02
204,600768,宁波富邦,-6.56,-3.72,292.06,-492.58,-1915.05,1831.38
205,600300,维维股份,0.73,0.46,13152.48,15339.8,9641.45,7012.53
206,002178,延华智能,3.33,-4.73,1188.5,-939.6,3960.45,4446.38
207,000550,江铃汽车,0.74,0.7,147957.4,187091.83,109355.34,131801.61
208,600511,国药股份,1.81,2.02,24034.9,27126.12,43524.17,54760.69
209,000829,天音控股,5.03,4.41,1218.98,5066.43,6137.22,22342.68
210,300036,超图软件,2.44,2.73,1431.1,4676.11,3486.68,12745.02
211,600125,铁龙物流,0.49,0.48,39013.22,50365.13,19289.5,24156.11
212,600166,福田汽车,0.26,0.49,88717.42,115244.25,23209.76,56682.83
213,000735,罗 牛 山,4.49,1.33,1786.13,5995.58,8011.44,7988.14
214,300059,东方财富,6.91,6.7,8320.05,10652.82,57503.2,71376.88
215,600782,新钢股份,0.9,2.95,30650.33,17040.99,27595.22,50292.27
216,300039,上海凯宝,1.98,1.69,13117.06,16756.33,25994.46,28260.68
217,600398,海澜之家,26.93,30.31,8964.37,10301.36,241442.39,312264.73
218,600738,兰州民百,1.36,1.33,4022.69,4701.51,5456.92,6243.88
219,600070,浙江富润,0.19,2.68,3120.11,3750.98,585.57,10064.87
220,002393,力生制药,0.28,0.36,28623.01,32476.92,7902.52,11560.63
221,002383,合众思壮,0.33,2.17,3465.47,4450.92,1137.75,9644.97
222,000533,万 家 乐,0.21,3.23,7645.24,7025.1,1602.03,22665.79
223,300103,达刚路机,0.5,0.36,4114.41,6562.35,2056.73,2364.37
224,002378,章源钨业,0.03,0.16,23534.82,28690.98,679.02,4712.07
225,000753,漳州发展,0.36,2.66,4481.58,7679.27,1619.36,20397.09
226,600886,国投电力,10.21,15.11,33376.9,25925.61,340923.18,391644.76
227,600206,有研新材,6.19,7.6,470.48,629.78,2911.4,4789.38
228,600539,狮头股份,0.14,0.04,-27252.43,-27760.58,-3835.28,-1047.95
229,600258,首旅酒店,1.85,2.16,8457.95,9757.58,15686.94,21093.85
230,000985,大庆华科,1.0,1.33,2092.27,2503.63,2087.25,3334.2
231,002084,海鸥卫浴,3.0,9.92,2087.63,856.68,6261.37,8497.55
232,000545,金浦钛业,-6.12,-21.73,-790.56,-556.03,4838.8,12080.38
233,000002,万 科Ａ,2.31,2.18,358391.02,962487.53,826238.1,2102260.63
234,000988,华工科技,0.81,1.09,20762.69,21095.98,16764.58,22980.98
235,002182,云海金属,6.28,44.76,1866.0,378.21,11717.92,16930.22
236,300224,正海磁材,0.62,0.91,18004.05,21008.08,11229.19,19089.4
237,601633,长城汽车,2.83,3.08,255122.53,342619.51,720858.29,1055115.89
238,002252,上海莱士,8.87,8.05,13906.47,20035.46,123345.91,161315.36
239,000050,深天马Ａ,7.68,5.63,4919.57,10113.33,37767.8,56917.74
240,600761,安徽合力,1.04,1.03,29078.46,38586.64,30323.4,39568.4
241,002482,广田集团,1.52,1.43,19618.82,28099.38,29784.1,40272.19
242,600348,阳泉煤业,0.06,0.15,226712.61,281059.39,12697.46,42904.83
243,002215,诺 普 信,-1.71,-3.4,12435.85,8134.31,-21325.91,-27624.67
244,601002,晋亿实业,0.39,1.03,11244.7,6883.09,4422.75,7119.05
245,600259,广晟有色,-0.75,0.15,15706.16,17318.27,-11822.89,2632.0
246,002419,天虹股份,0.82,0.91,44083.56,57390.54,36306.11,52411.06
247,002358,森源电气,3.41,2.53,8676.77,13055.9,29562.86,33055.74
248,601216,君正集团,2.06,2.74,48042.22,57905.49,99112.65,158391.84
249,600058,五矿发展,0.03,0.05,85915.34,53780.19,2988.63,2895.45
250,002365,永安药业,0.92,0.89,5511.54,6976.82,5054.09,6229.7
251,002544,杰赛科技,0.73,1.38,3543.8,7708.84,2592.25,10644.69
252,300278,华昌达,2.02,2.49,3782.54,4682.18,7627.14,11647.07
253,601872,招商轮船,8.84,10.64,20015.95,16251.56,176926.92,172996.87
254,000761,本钢板材,0.74,0.98,77973.07,79582.52,57461.56,78127.48
255,002187,广百股份,0.77,0.74,15128.73,21362.11,11666.31,15765.42
256,300233,金城医药,2.17,2.85,4541.15,5599.11,9859.79,15939.02
257,600820,隧道股份,3.4,3.2,30843.12,51719.01,104904.13,165298.73
258,000733,振华科技,4.74,4.3,3443.16,4225.02,16319.09,18150.27
259,300147,香雪制药,1.33,0.79,5794.28,8349.69,7678.32,6602.41
260,600545,新疆城建,-2.61,-1.42,8518.48,16050.34,-22244.46,-22799.4
261,600372,中航电子,0.83,1.12,26606.31,41086.53,22190.79,46041.36
262,002376,新北洋,1.54,1.39,9020.19,16388.57,13853.49,22712.66
263,601018,宁波港,1.0,0.93,188220.3,246821.7,188671.9,229892.0
264,600837,海通证券,2.33,2.59,272859.64,310303.42,636440.67,804333.45
265,600857,宁波中百,0.54,0.62,6139.86,6903.66,3286.9,4249.91
266,600644,乐山电力,3.15,2.66,7832.35,7961.39,24634.65,21147.2
267,300112,万讯自控,1.17,1.09,1690.02,2458.36,1977.16,2670.52
268,002538,司尔特,1.75,1.51,11777.45,16194.23,20624.27,24395.68
269,600649,城投控股,2.11,1.91,90476.04,109900.82,190512.11,209474.29
270,002256,兆新股份,4.16,5.47,2185.72,2119.17,9095.14,11593.49
271,600030,中信证券,2.38,0.82,333339.28,1257648.28,794094.74,1036516.86
272,600804,鹏博士,4.05,4.88,14994.27,15694.96,60677.24,76661.3
273,600391,成发科技,0.79,0.9,5033.62,4709.99,3970.06,4255.0
274,600756,浪潮软件,5.63,9.5,729.95,1215.35,4111.02,11547.89
275,000055,方大集团,2.15,10.66,5305.16,6550.39,11425.65,69795.64
276,300130,新国都,1.88,1.84,4192.57,7574.19,7874.56,13902.17
277,002315,焦点科技,0.38,0.68,11912.23,16309.86,4483.52,11104.59
278,600415,小商品城,1.47,1.64,56392.59,64603.36,83080.03,106027.46
279,601958,金钼股份,-0.07,0.07,50156.11,73612.68,-3495.13,5389.81
280,000609,绵石投资,0.81,0.81,15449.99,16521.29,12530.49,13311.34
281,002474,榕基软件,0.27,0.21,7580.0,11947.67,2036.63,2484.53
282,300174,元力股份,0.91,1.21,2477.62,3518.03,2243.48,4254.78
283,000833,贵糖股份,-0.05,0.36,9734.26,10622.02,-522.65,3873.81
284,002487,大金重工,1.63,1.34,3958.2,5327.38,6449.62,7138.45
285,002366,台海核电,7.18,6.57,4925.45,5967.6,35373.2,39233.42
286,600973,宝胜股份,29.17,14.77,610.76,1798.56,17816.61,26566.91
287,300498,温氏股份,2.33,2.54,465544.85,463824.79,1083709.68,1178987.93
288,600175,美都能源,1.05,1.2,7779.33,12432.23,8168.09,14912.9
289,002048,宁波华翔,1.91,2.51,23946.5,28417.37,45842.75,71388.56
290,600298,安琪酵母,1.55,1.79,24754.27,29842.04,38277.91,53509.2
291,000717,韶钢松山,-5.41,-0.09,2084.31,-113821.56,-11271.33,10142.73
292,600226,升华拜克,2.77,2.46,9597.32,9560.36,26561.85,23561.06
293,000060,中金岭南,0.23,0.34,71533.34,95074.9,16386.81,32322.88
294,300238,冠昊生物,1.47,1.62,2093.72,4042.25,3074.79,6537.11
295,300271,华宇软件,3.32,3.35,5385.19,8117.24,17870.45,27169.42
296,300019,硅宝科技,1.76,1.8,3828.19,5028.65,6750.56,9064.42
297,600308,华泰股份,1.21,2.21,9870.09,8239.16,11920.53,18203.49
298,600595,中孚实业,0.74,0.29,23410.31,20125.34,17353.14,5799.92
299,600780,通宝能源,0.39,0.27,28086.56,37297.5,11089.66,10198.49
300,002063,远光软件,0.94,0.62,10136.54,21176.08,9524.38,13137.43
301,000400,许继电气,2.6,5.55,9426.41,15650.29,24465.78,86892.5
302,000926,福星股份,1.84,1.11,36358.74,52252.17,66846.91,58105.62
303,600705,中航资本,520.23,527.89,321.03,440.27,167008.75,232414.49
304,600614,鹏起科技,3.19,1.7,6124.8,5403.33,19565.03,9169.23
305,000610,西安旅游,0.08,0.39,2161.92,2753.58,167.8,1071.33
306,600006,东风汽车,0.73,0.47,31155.33,46413.92,22719.67,21885.45
307,300054,鼎龙股份,4.45,4.58,3905.63,5247.71,17366.84,24010.18
308,600713,南京医药,104.48,-0.99,123.25,-18261.67,12877.58,18027.18
309,600819,耀皮玻璃,0.38,2.92,11021.03,7743.71,4177.12,22577.46
310,600748,上实发展,0.88,1.3,36064.32,45484.97,31610.12,59186.03
311,600029,南方航空,1.09,1.0,588700.0,507500.0,644100.0,505500.0
312,600836,界龙实业,1.17,-1.58,87.9,694.98,103.21,-1098.34
313,600212,江泉实业,3.79,2.77,1458.05,1605.57,5523.89,4455.11
314,600652,游久游戏,7.61,5.19,371.94,2258.54,2831.86,11732.0
315,000612,焦作万方,0.12,0.26,35665.52,38128.38,4242.22,9922.36
316,002390,信邦制药,6.38,5.34,3134.22,4607.88,20000.18,24601.28
317,002690,美亚光电,2.43,2.33,8947.97,13254.79,21768.93,30933.33
318,600650,锦江投资,0.88,0.97,20225.63,24344.05,17800.12,23700.51
319,000719,大地传媒,3.98,4.69,11488.2,14360.43,45763.36,67307.33
320,600178,东安动力,40.23,2.32,178.45,3383.04,7178.51,7854.68
321,300167,迪威视讯,-2.44,1.04,1182.83,2836.07,-2890.97,2938.57
322,600160,巨化股份,0.04,0.09,158638.93,174672.11,7066.75,15123.0
323,600182,S佳通,3.77,1.97,3174.67,7667.72,11952.66,15115.83
324,300121,阳谷华泰,8.82,10.15,1358.03,1545.17,11981.54,15677.84
325,002493,荣盛石化,0.82,1.19,150176.74,162008.04,122820.32,192078.77
326,300197,铁汉生态,3.29,3.72,8773.62,14025.28,28841.25,52206.56
327,601012,隆基股份,4.47,5.45,24552.04,28411.03,109858.37,154723.58
328,600009,上海机场,1.86,1.87,113285.79,149959.46,210473.46,280565.07
329,300362,天翔环境,3.27,4.12,1802.42,3072.34,5901.96,12659.41
330,300161,华中数控,-1.67,0.47,2116.01,2834.26,-3523.5,1331.83
331,600763,通策医疗,2.17,1.95,5695.21,7000.25,12376.5,13616.47
332,600420,现代制药,1.68,3.97,6556.07,12003.25,10991.93,47693.37
333,601939,建设银行,1.39,1.37,13901200.0,16925800.0,19383500.0,23146000.0
334,601866,中远海发,0.4,-0.13,-158156.88,-274346.93,-63491.8,36859.22
335,601801,皖新传媒,2.55,2.67,28017.96,39660.06,71341.48,105867.11
336,601113,华鼎股份,0.19,0.52,15280.19,13869.99,2868.64,7273.31
337,601106,中国一重,-19.73,-13.56,9900.21,42298.37,-195301.05,-573401.85
338,601005,*ST重钢,-155.22,3.19,1991.6,-147108.2,-309126.4,-468595.6
339,600986,科达股份,13.41,15.91,2256.9,2613.04,30255.31,41576.12
340,600859,王府井,0.97,0.99,45290.51,58262.73,43866.18,57483.4
341,600823,世茂股份,2.46,1.79,57489.41,118371.93,141267.62,211883.28
342,600808,马钢股份,2.34,17.66,32465.74,6957.81,75942.86,122889.24
343,600794,保税科技,0.33,0.17,10968.2,14451.34,3631.48,2466.3
344,600770,综艺股份,0.13,0.16,31260.17,31615.55,4090.72,5123.26
345,600767,运盛医疗,2.13,-2.45,-2063.94,2319.01,-4403.67,-5688.06
346,600681,百川能源,11.88,22.04,2396.74,2501.17,28476.88,55117.41
347,600673,东阳光科,0.28,0.38,25379.45,28726.53,7065.75,10948.39
348,600671,天目药业,-0.71,0.05,66.63,2643.92,-47.53,121.72
349,600639,浦东金桥,1.27,1.36,37244.63,45259.42,47254.35,61674.82
350,600634,富控互动,-9.61,30.04,-433.61,573.6,4166.67,17231.04
351,600609,金杯汽车,-12.06,-6.71,577.28,3104.81,-6959.18,-20841.52
352,600602,云赛智联,1.63,1.56,13930.93,15203.18,22656.16,23772.06
353,600598,北大荒,2.55,1.67,31259.08,44085.15,79653.15,73510.7
354,600590,泰豪科技,1.42,2.29,4737.31,5397.63,6733.2,12382.92
