,code,name,times_4,net40,net41
147,600367,红星发展,14.05,326.39,4585.95
148,600884,杉杉股份,1.8,18378.91,33016.31
149,603898,好莱客,2.51,10055.55,25226.54
150,300299,富春股份,9.59,1144.72,10980.17
151,300374,恒通科技,0.82,6136.23,5021.87
152,002430,杭氧股份,-1.22,23164.43,-28261.87
153,600282,南钢股份,-0.57,-61845.03,35373.52
154,300064,豫金刚石,1.46,9426.21,13756.26
155,002581,未名医药,4.74,8803.73,41769.51
156,002261,拓维信息,5.35,3957.45,21152.86
157,300546,雄帝科技,1.54,3922.68,6041.13
158,300470,日机密封,1.22,8026.78,9775.56
159,300302,同有科技,6.56,1962.17,12876.12
160,002283,天润曲轴,1.92,10106.71,19429.68
161,600880,博瑞传播,0.18,33804.65,6013.61
162,002105,信隆健康,6.76,422.23,2855.17
163,000652,泰达股份,2.33,11631.44,27086.84
164,000758,中色股份,3.62,8185.84,29601.33
165,000530,大冷股份,1.17,15300.61,17863.27
166,600871,石化油服,11.08,-145421.7,-1611476.3
167,300140,中环装备,9.86,914.37,9017.29
168,000938,紫光股份,8.07,10094.46,81482.26
169,000498,山东路桥,1.64,26124.38,42970.66
170,600755,厦门国贸,1.11,94244.32,104319.77
171,002476,宝莫股份,0.32,4693.22,1482.97
172,600270,外运发展,1.46,68083.28,99525.17
173,600228,*ST昌九,0.19,-19463.93,-3709.08
174,000545,金浦钛业,1.27,9492.5,12080.38
175,002196,方正电机,21.75,543.82,11829.02
176,600309,万华化学,1.27,289141.23,367942.18
177,000519,中兵红箭,0.36,38089.93,13765.02
178,300437,清水源,1.44,3140.04,4523.68
179,002861,瀛通通讯,1.07,9756.48,10415.46
180,002014,永新股份,1.15,17626.92,20271.06
181,600185,格力地产,1.7,35276.8,60064.73
182,002087,新野纺织,2.59,8012.27,20745.52
183,300038,梅泰诺,2.15,5032.29,10810.48
184,002651,利君股份,0.31,31116.19,9592.98
185,002838,道恩股份,1.74,4563.93,7932.1
186,002265,西仪股份,1.2,585.99,701.26
187,000831,五矿稀土,0.08,22419.86,1858.91
188,600099,林海股份,4.81,40.19,193.4
189,600495,晋西车轴,0.24,11438.42,2694.31
190,002192,融捷股份,-0.1,-5397.68,530.54
191,000856,冀东装备,2.71,854.86,2312.46
192,300118,东方日升,9.11,7565.27,68884.59
193,002497,雅化集团,0.6,22204.69,13381.4
194,002272,川润股份,-0.5,-2923.71,1454.82
195,002035,华帝股份,1.46,22383.67,32752.16
196,603022,新通联,0.56,5178.79,2922.92
197,600459,贵研铂业,1.04,7988.0,8302.06
198,300218,安利股份,0.79,7378.47,5837.91
199,002306,*ST云网,0.1,-56438.39,-5407.84
200,300061,康耐特,5.18,2096.35,10852.47
201,002506,协鑫集成,0.02,-145212.36,-2691.16
202,600118,中国卫星,1.3,30579.53,39766.43
203,002217,合力泰,-13.78,-6341.33,87379.46
204,002313,日海通讯,1.3,5202.74,6746.58
205,300539,横河模具,1.3,2888.25,3753.69
206,000633,合金投资,4.53,582.43,2640.71
207,000783,长江证券,2.19,100585.84,220657.6
208,002282,博深工具,0.77,1613.53,1248.45
209,600246,万通地产,0.29,38067.27,11030.67
210,000752,西藏发展,0.06,12967.81,797.43
211,603177,德创环保,0.37,14717.07,5375.98
212,002172,澳洋科技,12.4,2091.25,25924.22
213,600052,浙江广厦,6.41,5577.3,35747.56
214,000536,华映科技,1.27,31072.48,39566.97
215,300035,中科电气,0.32,7162.78,2271.72
216,300606,金太阳,1.41,2856.9,4020.83
217,600242,中昌数据,-0.42,-8124.96,3386.92
218,603578,三星新材,1.4,3411.73,4770.53
219,600232,金鹰股份,2.52,1153.42,2905.64
220,603936,博敏电子,0.75,7112.51,5339.16
221,002853,皮阿诺,1.59,5499.4,8753.99
222,002512,达华智能,1.81,8771.21,15911.14
223,300145,中金环境,3.21,15909.35,50998.61
224,002019,亿帆医药,27.52,2560.91,70476.27
225,000976,春晖股份,-0.32,-9794.39,3085.38
226,603908,牧高笛,1.03,4598.77,4748.69
227,000795,英洛华,-0.22,-15861.27,3458.08
228,600961,株冶集团,0.89,2321.06,2068.94
229,002008,大族激光,1.37,54878.75,75426.21
230,002415,海康威视,2.42,306664.85,742226.2
231,002656,摩登大道,-1.92,14932.23,-28690.55
232,600259,广晟有色,-0.33,-7871.52,2632.0
233,300141,和顺电气,0.47,6267.3,2972.91
234,600083,博信股份,0.4,748.5,301.3
235,600822,上海物贸,0.81,1818.5,1471.43
236,002296,辉煌科技,1.21,7039.92,8507.01
237,300428,四通新材,1.58,4430.71,6991.64
238,002620,瑞和股份,1.17,8098.75,9495.27
239,600747,*ST大控,-2.24,4399.29,-9846.45
240,300056,三维丝,4.45,4953.75,22061.48
241,002326,永太科技,13.96,1984.83,27701.89
242,600641,万业企业,3.17,22669.07,71842.21
243,300605,恒锋信息,1.48,2640.63,3903.77
244,000762,西藏矿业,1.06,2013.03,2127.04
245,300425,环能科技,1.17,5931.74,6953.38
246,000030,富奥股份,1.25,54300.64,67671.17
247,600870,厦华电子,0.01,-53729.76,-510.21
248,600138,中青旅,1.51,32057.27,48351.53
249,000595,*ST宝实,0.71,-11961.59,-8443.25
250,002717,岭南园林,2.7,9663.0,26080.41
251,601318,中国平安,2.22,2815400.0,6239400.0
252,002096,南岭民爆,0.18,18459.36,3385.11
253,000701,厦门信达,0.58,24173.19,13979.09
254,600990,四创电子,2.53,5119.19,12945.5
255,000901,航天科技,2.15,4767.2,10264.04
256,000655,金岭矿业,-2.15,26167.15,-56256.37
257,000065,北方国际,2.95,15610.81,46104.9
258,600532,宏达矿业,0.7,16370.98,11463.12
259,000721,西安饮食,0.83,1479.45,1235.12
260,000630,铜陵有色,0.31,57256.21,18032.4
261,300072,三聚环保,7.9,20459.3,161705.3
262,000632,三木集团,1.18,1406.26,1657.5
263,002477,雏鹰农牧,11.49,7562.11,86910.88
264,002436,兴森科技,1.68,11448.54,19260.68
265,300581,晨曦航空,1.68,3113.14,5243.56
266,000826,启迪桑德,1.85,58560.97,108135.94
267,002174,游族网络,-28.73,-2046.02,58787.99
268,002634,棒杰股份,1.39,2901.18,4039.81
269,601188,龙江交通,1.22,23711.6,28912.68
270,000409,山东地矿,-1.53,12677.49,-19355.82
271,000923,河北宣工,0.51,410.07,209.16
272,603939,益丰药房,2.26,9918.77,22389.11
273,002235,安妮股份,1.21,960.11,1165.95
274,600150,中国船舶,-65.94,3953.51,-260682.0
275,000756,新华制药,3.33,3674.54,12227.15
276,600765,中航重机,1.58,15330.86,24246.31
277,002359,齐星铁塔,-16.52,293.14,-4841.51
278,002374,丽鹏股份,4.11,3783.64,15559.19
279,000018,神州长城,57.66,821.48,47366.19
280,000697,炼石有色,-0.6,6385.86,-3803.83
281,600703,三安光电,2.09,103598.77,216665.23
282,002040,南 京 港,5.37,1576.87,8461.13
283,002807,江阴银行,0.78,99972.2,77792.6
284,300068,南都电源,2.53,13013.28,32934.34
285,000407,胜利股份,-14.22,2058.0,-29268.85
286,002271,东方雨虹,2.83,36370.66,102870.97
287,600203,福日电子,0.84,7629.96,6376.22
288,300531,优博讯,1.47,4587.08,6756.54
289,603686,龙马环卫,2.2,9601.08,21132.12
290,603968,醋化股份,2.36,6251.88,14773.09
291,300015,爱尔眼科,2.49,22349.56,55746.72
292,002392,北京利尔,0.85,17287.79,14750.69
293,002428,云南锗业,-0.84,12311.06,-10321.34
294,002795,永和智控,1.3,5197.74,6737.78
295,002529,海源机械,-4.36,875.74,-3817.72
296,000738,航发控制,1.03,20333.03,20884.44
297,000565,渝三峡Ａ,6.09,3667.5,22348.12
298,000576,广东甘化,2.85,3587.85,10240.62
299,002770,科迪乳业,1.16,7691.61,8949.53
300,002672,东江环保,2.56,20828.21,53381.38
301,002589,瑞康医药,4.12,14355.49,59075.89
302,601678,滨化股份,1.42,25265.78,35881.31
303,002760,凤形股份,0.24,4270.74,1022.98
304,002060,粤 水 电,1.51,8924.11,13465.12
305,002404,嘉欣丝绸,1.24,8008.16,9957.6
306,002190,成飞集成,3.04,4534.95,13771.64
307,300495,美尚生态,2.06,10127.04,20898.89
308,002213,特 尔 佳,0.29,2762.85,798.28
309,300114,中航电测,2.16,4769.73,10303.51
310,002705,新宝股份,2.24,19220.55,43099.0
311,603319,湘油泵,1.31,4296.56,5632.3
312,600778,友好集团,-1.38,28872.64,-39971.89
313,600202,哈空调,2.06,-8799.8,-18117.93
314,002658,雪迪龙,1.45,13414.67,19390.36
315,600127,金健米业,0.92,1100.92,1008.31
316,600217,中再资环,-1.28,-11703.05,14955.57
317,002056,横店东磁,1.58,27935.06,44118.38
318,300316,晶盛机电,4.7,4338.84,20374.86
319,300034,钢研高纳,1.11,8665.67,9596.79
320,600265,ST景谷,2.37,1420.89,3370.95
321,600279,重庆港九,1.01,7793.75,7846.04
322,600336,澳柯玛,0.16,15214.68,2395.55
323,600768,宁波富邦,-0.48,-3805.63,1831.38
324,000779,三毛派神,-0.4,-3324.85,1314.13
325,300635,达安股份,1.28,4287.47,5502.03
326,300237,美晨科技,13.91,3211.88,44664.92
327,600665,天地源,0.86,26642.75,23032.81
328,600226,瀚叶股份,8.5,2772.58,23561.06
329,000430,张家界,1.17,5220.61,6115.59
330,300577,开润股份,3.69,2278.54,8400.45
331,600325,华发股份,1.89,53833.77,101838.19
332,300241,瑞丰光电,0.88,5660.38,5000.39
333,002383,合众思壮,9.84,980.13,9644.97
334,000566,海南海药,1.75,9384.5,16462.9
335,600156,华升股份,0.13,7080.88,947.95
336,002850,科达利,3.79,6134.08,23266.77
337,603899,晨光文具,1.76,28034.27,49291.99
338,002347,泰尔股份,0.69,1452.73,1003.85
339,600038,中直股份,1.78,24723.29,43916.15
340,300255,常山药业,1.52,11518.29,17548.72
341,300489,中飞股份,0.93,3382.35,3133.76
342,002247,帝龙文化,4.67,8106.59,37868.59
343,000981,银亿股份,0.81,63593.76,51388.43
344,002034,美 欣 达,0.53,3839.65,2019.79
345,002068,黑猫股份,3.66,2573.5,9413.41
346,600877,*ST嘉陵,1.28,-24010.36,-30778.68
347,300117,嘉寓股份,1.25,6101.31,7627.17
348,002229,鸿博股份,0.26,4908.96,1268.01
349,600522,中天科技,3.02,52653.49,158804.83
350,002460,赣锋锂业,6.26,7412.35,46436.51
351,002245,澳洋顺昌,2.21,9314.09,20562.14
352,600480,凌云股份,1.58,13453.81,21303.47
353,601016,节能风电,0.97,19511.65,18859.68
354,603990,麦迪科技,1.45,3108.51,4520.57
355,002461,珠江啤酒,2.76,4123.77,11389.34
356,300632,光莆股份,1.7,2527.95,4302.69
357,600893,航发动力,2.7,32981.4,89069.55
358,002613,北玻股份,0.55,4380.22,2409.89
359,000958,东方能源,0.42,66828.61,28268.9
360,603889,新澳股份,1.64,9676.47,15917.35
361,600774,汉商集团,0.7,1670.41,1164.37
362,600337,美克家居,1.92,17200.84,33080.05
363,300265,通光线缆,2.97,4233.78,12557.14
364,000850,华茂股份,0.52,18963.91,9857.48
365,300011,鼎汉技术,1.95,5694.4,11122.42
366,002667,鞍重股份,-0.4,5861.86,-2322.22
367,603958,哈森股份,0.57,14173.65,8049.02
368,600721,百花村,46.51,299.17,13913.42
369,300400,劲拓股份,1.48,3513.71,5210.82
370,000040,东旭蓝天,1.7,10303.19,17537.95
371,000728,国元证券,2.12,66413.19,140540.44
372,600476,湘邮科技,-0.04,-6196.82,231.16
373,600101,明星电力,0.51,16472.38,8353.91
374,300628,亿联网络,4.32,10009.34,43232.33
375,002858,力盛赛车,1.3,2506.51,3267.39
376,600278,东方创业,1.21,12314.49,14886.13
377,601886,江河集团,1.21,29083.22,35156.18
378,300188,美亚柏科,3.24,5628.69,18262.4
379,002218,拓日新能,9.92,1298.07,12871.21
380,600373,中文传媒,2.03,63718.82,129536.39
381,603338,浙江鼎力,2.09,8359.86,17478.23
382,002518,科士达,2.34,12668.29,29585.85
383,000960,锡业股份,-0.1,-134066.15,13611.93
384,000551,创元科技,1.21,4106.96,4977.11
385,000606,神州易桥,1.72,2662.88,4581.83
386,300303,聚飞光电,1.19,13093.57,15521.2
387,002378,章源钨业,0.43,10842.57,4712.07
388,603009,北特科技,1.36,4088.54,5576.62
389,300124,汇川技术,1.66,56022.87,93183.75
390,002450,康得新,2.98,65862.04,196290.8
391,600184,光电股份,-0.18,-16633.48,2960.92
392,300619,金银河,1.55,2789.89,4311.77
393,000060,中金岭南,0.78,41312.24,32322.88
394,603001,奥康国际,1.11,27423.47,30520.47
395,002446,盛路通信,35.66,452.57,16137.89
396,600523,贵航股份,1.32,13126.92,17323.95
397,000063,中兴通讯,-1.74,135765.7,-235741.8
398,300360,炬华科技,1.49,17181.95,25549.01
399,600372,中航电子,0.73,62742.27,46041.36
400,002747,埃斯顿,1.27,5389.99,6858.96
401,002520,日发精机,5.0,822.35,4112.47
402,002841,视源股份,4.53,16388.56,74195.62
403,600608,*ST沪科,7.58,-313.96,-2379.63
404,601515,东风股份,0.81,70262.06,56671.98
405,002184,海得控制,0.43,3092.68,1342.69
406,600857,宁波中百,1.19,3569.78,4249.91
407,603377,XD东方时,0.92,26635.48,24593.61
408,600315,上海家化,0.27,80015.41,21601.67
409,603838,四通股份,1.26,4764.01,5982.16
410,000501,鄂武商Ａ,2.13,46511.83,99163.41
411,002592,八菱科技,1.43,9003.4,12841.34
412,603012,创力集团,0.39,24803.37,9590.21
413,600091,ST明科,-0.14,-11034.44,1501.83
414,000910,大亚圣象,4.15,13043.06,54111.82
415,002811,亚泰国际,0.78,10417.36,8092.62
416,300474,景嘉微,1.64,6408.9,10528.65
417,600061,国投安信,403.0,635.66,256173.2
418,601177,杭齿前进,0.31,2386.07,730.0
419,600322,天房发展,-2.62,14370.44,-37676.76
420,600860,*ST京城,1.37,-10823.9,-14878.76
421,002585,双星新材,1.48,9003.77,13302.27
422,603003,龙宇燃油,-0.53,-5193.35,2736.84
423,600088,中视传媒,-1.84,6773.07,-12477.78
424,603996,中新科技,1.06,11119.4,11761.84
425,000068,华控赛格,-0.27,-3720.14,997.52
426,600679,上海凤凰,6.04,876.03,5288.61
427,002472,双环传动,2.76,6729.57,18574.91
428,002535,林州重机,0.07,19924.12,1475.08
429,300308,中际装备,0.71,1424.09,1005.41
430,000005,世纪星源,-2.57,-4234.48,10865.74
431,600983,惠而浦,1.03,36265.9,37227.75
432,000048,康达尔,-0.66,-902.03,596.08
433,300228,富瑞特装,-1.28,23375.24,-29863.25
434,300098,高新兴,5.88,5374.26,31595.77
435,000768,中航飞机,1.18,35088.59,41313.34
436,300029,天龙光电,0.44,-13005.91,-5701.03
437,000702,正虹科技,-0.08,-2623.98,202.45
438,600828,茂业商业,2.78,20450.61,56802.79
439,600162,香江控股,3.59,19243.32,69029.22
440,600981,汇鸿集团,19.93,3330.33,66372.64
441,300446,乐凯新材,1.66,6524.06,10797.76
442,600415,小商品城,1.5,70746.63,106027.46
443,600773,西藏城投,1.02,7165.39,7338.2
444,300123,太阳鸟,0.3,6107.82,1827.0
445,300371,汇中股份,0.88,6008.69,5292.06
446,603007,花王股份,1.26,5705.83,7194.81
447,600644,乐山电力,-0.71,-29859.32,21147.2
448,600742,一汽富维,1.16,36851.03,42726.88
449,000712,锦龙股份,6.91,5287.64,36556.41
450,000548,湖南投资,5.5,1067.14,5868.3
451,300412,迦南科技,1.64,3471.94,5704.04
452,600393,粤泰股份,5.73,2532.01,14514.23
453,600843,上工申贝,1.81,7955.2,14423.13
454,000913,钱江摩托,24.24,1354.26,32824.46
455,600862,中航高科,26.42,277.94,7342.21
456,000669,金鸿能源,0.64,29985.89,19053.95
457,002214,大立科技,0.98,3387.03,3310.87
458,300641,正丹股份,7.06,1903.98,13444.99
459,000828,东莞控股,2.07,40019.79,82901.82
460,002204,大连重工,0.08,34453.55,2728.28
461,000803,*ST金宇,-14.49,425.38,-6163.91
462,600399,抚顺特钢,4.8,2318.94,11123.73
463,600560,金自天正,0.32,6253.78,1985.41
464,600172,黄河旋风,1.76,20954.96,36965.7
465,600853,龙建股份,1.7,1721.75,2930.72
466,600466,蓝光发展,39.76,2252.86,89577.36
467,000812,陕西金叶,0.48,7247.7,3492.67
468,600575,皖江物流,1.78,26527.58,47277.73
469,603816,顾家家居,1.42,40363.05,57505.15
470,002549,凯美特气,0.36,5882.38,2109.15
471,300432,富临精工,2.45,9346.8,22882.91
472,000990,诚志股份,2.13,5189.06,11078.01
473,300199,翰宇药业,2.25,12993.07,29192.47
474,600699,均胜电子,1.57,28900.86,45369.38
475,601137,博威合金,2.18,8402.77,18335.04
476,601599,XD鹿港文,13.53,1321.13,17868.39
477,000967,盈峰环境,4.63,5311.49,24578.99
478,600726,华电能源,10.41,1425.14,14841.01
479,603788,宁波高发,1.97,7961.77,15714.15
480,300576,容大感光,1.45,2356.26,3416.21
481,300326,凯利泰,2.48,6405.01,15884.09
482,002692,睿康股份,0.7,13090.09,9103.68
483,002540,亚太科技,2.01,14771.98,29677.22
484,600612,老凤祥,1.19,88985.47,105748.66
485,000570,苏常柴Ａ,0.83,7571.24,6253.99
486,600295,鄂尔多斯,0.36,73692.47,26563.17
487,002494,华斯股份,0.18,8423.28,1506.52
488,000568,泸州老窖,0.56,343782.29,192774.35
489,300055,万邦达,1.87,14054.6,26224.83
490,000751,锌业股份,0.03,417453.18,13439.62
491,600626,申达股份,1.01,19248.14,19418.48
492,600173,卧龙地产,1.23,6540.43,8074.36
493,603160,汇顶科技,3.34,25663.69,85682.4
494,002677,浙江美大,1.88,10767.73,20265.61
495,601928,凤凰传媒,1.24,94004.06,116979.92
496,002274,华昌化工,2.32,1319.26,3060.3
497,600081,XD东风科,0.68,17110.43,11666.72
498,000156,华数传媒,2.37,25391.7,60219.71
499,000739,普洛药业,1.57,16735.88,26289.71
500,000055,方大集团,8.15,8567.69,69795.64
501,000918,嘉凯城,6.98,5715.83,39883.1
502,601168,西部矿业,0.29,34981.72,9980.08
503,601238,广汽集团,2.36,266892.19,628821.59
504,000797,中国武夷,2.11,10411.5,21966.42
505,002831,裕同科技,3.11,28133.57,87481.6
506,000413,东旭光电,3.36,36929.73,123992.89
507,603002,宏昌电子,0.4,6731.05,2667.92
508,002757,南兴装备,1.33,5003.6,6640.38
509,601006,大秦铁路,0.56,1269154.02,716848.75
510,600962,国投中鲁,-0.01,-9366.79,90.0
511,600680,*ST上普,-30.32,1557.31,-47210.64
512,600307,酒钢宏兴,-0.04,-233847.75,8242.16
513,300243,瑞丰高材,0.63,2820.72,1781.12
514,600095,哈高科,0.46,3315.08,1537.73
515,600111,北方稀土,0.06,157418.61,9083.56
516,600708,光明地产,6.27,16133.16,101109.15
517,300636,同和药业,3.44,1688.36,5799.63
518,002246,北化股份,1.73,4852.11,8397.24
519,002133,广宇集团,0.69,21937.74,15140.13
520,002381,双箭股份,0.38,14362.61,5390.45
521,002528,英飞拓,-6.79,6198.76,-42083.11
522,600520,中发科技,1.83,674.65,1235.1
523,603689,皖天然气,0.96,9540.74,9195.64
524,603811,诚意药业,1.87,3649.76,6816.92
525,600380,健康元,1.65,27362.45,45141.52
526,600109,国金证券,4.1,31691.14,129873.05
527,600550,保变电气,-0.02,-523334.7,10912.81
528,603355,XD莱克电,1.58,31722.05,50144.39
529,600078,澄星股份,2.54,2362.38,6007.04
530,600428,中远海特,1.54,3263.88,5026.09
531,002187,广百股份,0.71,22213.91,15765.42
532,603050,科林电气,1.15,5773.03,6653.9
533,603699,纽威股份,0.47,47153.23,21948.36
534,601127,小康股份,1.4,36571.9,51351.69
535,002155,湖南黄金,0.7,20480.92,14350.25
536,600019,宝钢股份,1.54,581847.12,896551.41
537,300273,和佳股份,0.51,17413.78,8922.63
538,000524,岭南控股,0.89,3442.12,3061.49
539,000043,中航地产,0.35,46705.92,16139.09
540,002037,久联发展,0.3,20617.11,6193.75
541,600482,中国动力,9.22,11635.88,107324.9
542,600808,马钢股份,7.82,15722.02,122889.24
543,601933,永辉超市,1.72,72058.12,124200.57
544,002118,紫鑫药业,3.23,5048.03,16316.64
545,300402,宝色股份,-1.74,5738.12,-9961.51
546,000023,深天地Ａ,0.66,1503.15,995.22
547,601288,农业银行,1.11,16631500.0,18394100.0
548,300170,汉得信息,1.65,14606.24,24138.2
549,002635,安洁科技,2.72,14255.12,38710.92
550,002198,嘉应制药,0.4,13949.05,5517.2
551,002357,富临运业,1.39,6831.15,9485.58
552,002612,朗姿股份,0.7,23373.73,16401.58
553,002178,延华智能,1.18,3762.56,4446.38
