,code,name,times_3,times_4,net30,net40,net31,net41
355,600179,安通控股,-0.96,-1.31,-26827.31,-30580.12,25852.07,40129.28
356,300333,兆日科技,0.69,0.52,3144.81,3702.68,2174.58,1910.26
357,300142,沃森生物,1.56,0.49,-14994.6,14342.47,-23361.06,7045.87
358,300363,博腾股份,1.82,1.36,6677.41,12548.6,12121.74,17118.97
359,600871,石化油服,4.4,-13.1,-201232.9,122975.3,-885799.2,-1611476.3
360,300193,佳士科技,1.38,1.93,5950.23,5243.4,8195.16,10100.88
361,000952,广济药业,-2.04,-0.65,-6121.68,-21873.07,12480.77,14183.92
362,601988,中国银行,1.03,0.97,13113300.0,16959500.0,13481300.0,16457800.0
363,600027,华电国际,0.87,0.57,425137.7,590181.4,371842.8,334444.3
364,300274,阳光电源,2.39,1.95,12402.99,28328.64,29693.53,55361.31
365,601999,出版传媒,1.8,1.64,4648.3,7500.92,8367.22,12294.67
366,600077,宋都股份,13.89,-5.38,613.42,3708.97,8522.8,-19947.44
367,002617,露笑科技,8.89,-1.65,544.1,-3913.82,4839.06,6476.35
368,600063,皖维高新,0.82,0.61,12164.94,17981.73,10032.46,11020.83
369,002702,海欣食品,1.29,0.71,633.34,1839.33,814.45,1307.16
370,600569,安阳钢铁,2.64,4.32,5312.83,2852.97,14039.64,12323.71
371,300395,菲利华,1.68,1.55,4411.86,6962.96,7432.35,10803.11
372,002633,申科股份,1.65,0.68,-1135.95,-3800.0,-1877.33,-2570.58
373,600373,中文传媒,1.5,1.6,65782.05,80916.68,98867.0,129536.39
374,601678,滨化股份,0.44,0.99,31571.55,36166.96,13961.93,35881.31
375,300037,新宙邦,1.91,1.93,9916.84,13275.95,18918.24,25591.97
376,002445,中南文化,2.4,3.48,5523.83,6560.55,13260.15,22861.9
377,600033,福建高速,1.08,1.12,49922.63,60076.04,53807.31,67115.35
378,002156,通富微电,1.44,1.5,8607.99,12082.44,12415.32,18081.46
379,600749,西藏旅游,-17.62,2.84,148.74,-3345.62,-2620.75,-9512.41
380,002577,雷柏科技,0.27,0.49,6521.81,3650.38,1783.17,1793.53
381,600548,深高速,0.47,0.53,200497.42,218688.34,94675.53,116935.32
382,601555,东吴证券,1.62,1.34,77282.95,111545.21,124970.58,149828.85
383,002301,齐心集团,4.19,3.61,1592.88,2907.34,6674.63,10489.14
384,300108,双龙股份,3.07,3.29,3485.81,5670.19,10684.37,18636.13
385,600769,祥龙电业,2.87,1.38,75.78,130.29,217.14,179.19
386,000802,北京文化,0.73,6.54,1977.71,7984.37,1437.45,52239.92
387,000790,泰合健康,1.23,1.25,1630.08,6609.31,2008.21,8249.74
388,002688,金河生物,1.99,2.13,6210.5,7720.96,12347.01,16412.92
389,300436,广生堂,0.91,0.79,6537.87,8376.78,5926.0,6641.3
390,002587,奥拓电子,1.26,1.28,4715.93,6731.24,5944.96,8628.24
391,600007,中国国贸,1.28,1.28,42913.66,53650.72,54867.95,68634.04
392,600512,腾达建设,2.17,3.52,2775.11,2402.12,6012.79,8447.41
393,600156,华升股份,3.34,-0.3,-1146.75,-3168.49,-3827.59,947.95
394,600343,航天动力,0.78,0.48,2400.91,6118.91,1870.19,2965.77
395,002697,红旗连锁,0.96,0.85,13992.92,17026.85,13485.61,14431.67
396,600846,同济科技,1.12,1.0,7872.57,18208.45,8785.88,18161.26
397,300319,麦捷科技,6.23,5.31,1872.82,2948.28,11666.56,15646.2
398,002408,齐翔腾达,0.87,1.68,29223.14,29940.22,25289.78,50251.02
399,000514,渝 开 发,0.09,1.0,12115.73,12238.85,1088.6,12266.15
400,300096,易联众,-0.42,0.23,2308.72,4690.41,-969.12,1059.82
401,300016,北陆药业,1.34,0.19,6090.49,8676.89,8188.47,1637.95
402,002295,精艺股份,-0.29,-0.16,-3159.4,-5600.31,906.31,918.43
403,601038,一拖股份,1.9,1.33,13225.8,16769.82,25182.58,22336.97
404,300494,盛天网络,0.83,1.04,8363.98,10562.03,6943.04,10975.02
405,300172,中电环保,1.63,1.31,4550.68,8339.99,7407.92,10904.3
406,603158,腾龙股份,1.28,1.33,6241.43,8931.57,8018.95,11835.26
407,603718,海利生物,0.86,0.85,8269.0,10122.14,7129.87,8553.63
408,603002,宏昌电子,0.39,0.43,4910.06,6272.34,1905.19,2667.92
409,002249,大洋电机,1.48,1.72,20199.83,29687.74,29928.62,50935.01
410,600560,金自天正,0.49,1.13,3005.17,1759.15,1468.8,1985.41
411,002421,达实智能,2.29,2.46,7396.46,11216.79,16910.13,27549.54
412,600376,首开股份,1.01,1.15,119922.03,164776.55,120539.35,190141.7
413,300139,晓程科技,0.34,0.47,4328.1,5969.31,1464.66,2798.51
414,600113,浙江东日,6.18,5.93,1280.89,1676.89,7920.28,9941.95
415,603885,吉祥航空,2.89,2.92,43693.39,42768.57,126454.27,124907.42
416,600527,XD江南高,0.12,0.91,9204.41,3016.88,1132.3,2744.91
417,600801,华新水泥,0.2,0.37,81495.58,122155.88,16080.74,45194.04
418,600962,国投中鲁,-0.07,-0.01,-5179.82,-11114.95,351.71,90.0
419,300317,珈伟股份,13.36,38.41,1563.23,817.53,20877.63,31404.68
420,000498,山东路桥,1.76,1.38,14089.13,31124.77,24807.71,42970.66
421,002077,大港股份,0.55,1.08,3668.08,3852.71,2031.32,4159.49
422,600262,北方股份,-0.05,0.14,5741.55,12465.45,-283.56,1737.09
423,300144,宋城演艺,2.41,2.5,31633.85,36118.32,76379.27,90230.52
424,002407,多氟多,-115.74,113.16,-327.1,422.2,37858.58,47776.48
425,002220,天宝股份,1.16,1.35,12914.84,13491.73,15000.54,18153.38
426,002469,三维工程,0.29,0.08,10062.88,15458.17,2919.19,1176.7
427,002559,亚威股份,0.73,1.38,7563.14,8463.34,5527.78,11678.96
428,600513,联环药业,1.34,1.42,3419.28,4399.53,4570.85,6269.02
429,000608,阳光股份,-18.78,0.8,1788.3,-58517.2,-33575.5,-46823.8
430,300282,汇冠股份,10.6,11.26,854.91,1115.97,9065.8,12570.25
431,300257,开山股份,0.27,0.3,28263.08,32801.45,7549.49,9945.57
432,000531,穗恒运Ａ,0.83,0.89,52366.19,64544.94,43209.69,57346.18
433,300443,金雷风电,1.8,2.29,7366.08,9148.36,13250.28,20988.36
434,002253,川大智胜,1.12,3.54,1840.34,1097.58,2067.58,3889.1
435,300179,四方达,0.48,0.79,2947.54,3745.82,1428.26,2951.52
436,300105,龙源技术,-0.73,-0.97,7408.66,16937.58,-5410.02,-16448.47
437,002074,国轩高科,26.63,27.39,2769.53,3764.13,73750.62,103093.97
438,600330,天通股份,9.49,8.13,1144.57,1356.66,10856.36,11033.17
439,000949,新乡化纤,1.49,1.27,7317.92,9056.58,10932.43,11501.55
440,300067,安诺其,0.87,0.81,7524.51,10087.14,6567.59,8185.8
441,002643,万润股份,3.97,3.3,6315.91,9653.22,25053.06,31865.27
442,002109,兴化股份,0.89,-0.19,-8032.67,-15107.94,-7125.53,2808.24
443,000088,盐 田 港,0.78,0.8,34504.66,43998.81,26964.91,35182.45
444,002472,双环传动,1.55,1.52,8660.01,12229.72,13395.39,18574.91
445,300234,开尔新材,0.3,0.27,8534.05,10501.82,2541.62,2845.57
446,000975,银泰资源,0.92,0.81,17743.39,27049.98,16392.27,21964.36
447,002224,三 力 士,1.15,1.14,13431.0,19744.68,15435.05,22582.89
448,002634,棒杰股份,0.96,1.2,3063.38,3373.94,2936.99,4039.81
449,002172,澳洋科技,-4.03,-2.49,-4985.81,-10426.75,20072.38,25924.22
450,300447,全信股份,2.06,1.85,4226.28,4925.17,8702.92,9090.5
451,300575,中旗股份,1.03,0.97,5401.59,7985.07,5582.85,7715.93
452,600812,华北制药,2.88,1.31,2250.91,4161.82,6475.56,5441.51
453,002391,长青股份,0.76,0.69,17708.88,23416.66,13509.68,16264.59
454,002367,康力电梯,1.4,1.05,26327.73,40240.8,36791.39,42406.83
455,000702,正虹科技,-0.36,0.08,1187.91,2602.68,-427.64,202.45
456,002355,兴民智通,0.87,1.02,4500.89,4994.04,3903.86,5081.63
457,000070,特发信息,2.73,3.52,4551.82,5558.85,12447.37,19578.51
458,300375,鹏翎股份,1.0,1.25,9760.48,12541.47,9781.98,15731.5
459,300239,东宝生物,4.09,3.93,318.94,488.81,1304.33,1922.7
460,002018,华信国际,2.74,3.45,7735.4,10668.57,21165.1,36803.93
461,000720,新能泰山,-0.78,-0.84,5612.86,7943.65,-4364.47,-6670.57
462,600608,*ST沪科,5.24,1.89,-409.7,-1256.51,-2146.13,-2379.63
463,002100,天康生物,2.23,1.89,14305.33,20763.03,31888.48,39254.14
464,300045,华力创通,0.88,1.09,2672.6,4702.11,2363.78,5102.64
465,002540,亚太科技,1.15,1.34,17377.94,22184.44,20060.73,29677.22
466,601899,紫金矿业,0.72,0.78,196901.95,234506.27,142449.97,183979.88
467,600515,海航基础,49.93,25.68,1312.75,3736.74,65540.34,95975.83
468,600270,外运发展,1.81,1.61,39532.47,61743.89,71490.18,99525.17
469,002689,远大智能,0.61,0.37,5848.43,18968.69,3550.72,7012.78
470,600278,东方创业,1.09,1.1,9550.53,13495.78,10425.4,14886.13
471,600965,福成股份,3.29,2.59,4473.59,7142.76,14733.47,18474.32
472,000890,法 尔 胜,33.13,27.11,410.21,521.33,13590.97,14134.74
473,600526,菲达环保,1.12,0.8,4682.62,5577.72,5231.25,4443.16
474,601015,陕西黑猫,0.53,1.13,13269.62,19132.21,7093.1,21562.4
475,002654,万润科技,3.44,3.55,3411.38,4040.49,11735.15,14330.71
476,600038,中直股份,1.26,1.32,24196.34,33184.03,30371.2,43916.15
477,600682,南京新百,-4.52,1.0,9838.09,40038.95,-44468.28,39985.52
478,300069,金利华电,1.24,1.52,1781.79,1569.82,2201.98,2388.59
479,600785,新华百货,0.21,0.32,23619.31,19392.09,4903.84,6295.83
480,600868,XD梅雁吉,5.58,-1.25,1345.99,-5452.82,7509.61,6820.67
481,000662,天夏智慧,-3.76,33.63,-3637.19,961.88,13672.77,32349.9
482,601969,海南矿业,-0.42,-0.67,31881.31,42405.0,-13517.92,-28577.6
483,000551,创元科技,1.68,1.6,3518.29,3105.08,5896.95,4977.11
484,600737,中粮糖业,8.21,15.91,4048.39,3237.18,33222.83,51504.79
485,600408,安泰集团,1.41,0.86,-31497.02,-68031.48,-44258.84,-58195.48
486,600234,ST山水,-0.06,-1.31,-1303.57,-1091.4,75.82,1426.97
487,603169,兰石重装,0.51,0.04,4757.48,43280.26,2435.83,1641.99
488,603338,浙江鼎力,2.03,1.9,6593.48,9196.44,13358.78,17478.23
489,600565,迪马股份,0.82,1.26,15695.88,61540.7,12885.94,77675.29
490,000632,三木集团,0.25,1.37,567.24,1208.14,142.14,1657.5
491,002742,三圣股份,1.14,1.17,6708.83,10106.4,7673.4,11791.47
492,300451,创业软件,1.25,1.32,1637.66,4757.61,2044.22,6300.35
493,000777,中核科技,0.9,1.47,5226.03,7193.72,4719.95,10542.27
494,002209,达 意 隆,-2.39,-3.42,1091.76,1323.57,-2614.24,-4531.81
495,002613,北玻股份,0.83,1.3,2370.23,1855.99,1973.96,2409.89
496,000529,广弘控股,1.24,0.69,6354.58,15314.42,7874.98,10563.22
497,002189,利达光电,1.46,1.26,929.66,1375.45,1355.59,1732.2
498,300050,世纪鼎利,3.31,2.73,2569.04,4385.82,8503.76,11993.82
499,002756,永兴特钢,0.94,0.96,21961.53,26413.55,20563.73,25360.5
500,002096,南岭民爆,0.37,0.17,11657.57,19790.62,4269.4,3385.11
501,600382,广东明珠,0.17,0.21,82755.8,84391.77,14377.38,17720.27
502,002135,东南网架,0.69,0.76,5964.06,6451.84,4107.91,4912.46
503,000563,陕国投Ａ,1.44,1.47,24418.97,35063.18,35044.55,51523.76
504,601200,上海环境,1.85,2.0,19476.75,23214.6,36023.13,46506.15
505,002039,黔源电力,0.69,0.44,28138.49,29422.54,19323.69,12961.37
506,000416,民生控股,0.39,0.19,2491.12,8792.69,983.37,1664.3
507,300150,世纪瑞尔,-1.32,0.73,1355.87,12507.33,-1793.76,9078.4
508,600011,华能国际,0.94,0.84,999554.97,1054575.05,938869.98,881429.09
509,600743,华远地产,1.21,1.12,28879.19,66162.28,35033.8,74132.36
510,300217,东方电热,0.58,0.45,7203.31,10267.11,4203.77,4586.09
511,002080,中材科技,4.73,2.64,7165.71,15219.48,33866.9,40140.33
512,000615,京汉股份,-6.22,6.94,1566.73,1574.91,-9742.06,10924.51
513,600370,三房巷,2.3,3.09,1967.64,1505.16,4532.48,4653.65
514,000524,岭南控股,1.24,0.84,2348.53,3636.73,2911.07,3061.49
515,000973,佛塑科技,0.86,1.57,6129.29,8014.75,5283.85,12565.51
516,000948,南天信息,1.41,1.75,-3489.34,1184.52,-4907.0,2068.94
517,300356,光一科技,0.81,1.78,3042.45,3593.1,2460.28,6378.67
518,601600,中国铝业,-0.02,-0.02,-541203.9,-1621688.0,10785.6,40249.4
519,000628,高新发展,-2.55,-0.7,-1193.79,-4180.67,3048.88,2936.67
520,300328,宜安科技,0.57,0.63,3056.65,4891.85,1755.78,3068.77
521,600287,江苏舜天,0.7,0.9,5863.6,5231.54,4116.86,4699.62
522,000655,金岭矿业,-0.96,-2.69,14631.77,20914.67,-14091.35,-56256.37
523,600898,三联商社,0.46,0.51,1994.5,3185.49,920.34,1619.33
524,600583,海油工程,0.43,0.31,259255.34,426687.11,111786.05,131530.71
525,300055,万邦达,1.79,1.37,11134.73,19185.78,19900.39,26224.83
526,600829,人民同泰,2.87,5.63,6768.53,3985.1,19406.0,22450.99
527,002401,中海科技,1.09,1.16,4440.46,5107.44,4861.57,5918.95
528,000687,华讯方舟,-3.6,11.19,-3376.57,1439.23,12143.49,16108.68
529,600701,工大高新,-0.56,-5.22,-2377.15,-1467.76,1337.11,7658.02
530,600268,国电南自,0.64,-0.09,-17744.2,-34096.11,-11403.13,3151.2
531,600766,园城黄金,0.28,0.23,1305.63,1393.26,363.17,314.59
532,000619,海螺型材,0.89,0.7,10261.33,10858.45,9100.28,7597.19
533,002062,宏润建设,1.15,1.14,13787.08,20451.82,15910.95,23299.46
534,000972,*ST中基,1.86,-22.55,-4910.6,1126.99,-9125.5,-25411.15
535,002562,兄弟科技,3.63,4.19,2681.32,4003.37,9722.75,16766.84
536,300241,瑞丰光电,1.19,2.1,4018.28,2383.38,4794.5,5000.39
537,000980,金马股份,1.27,2.07,3484.8,4196.86,4435.47,8678.44
538,300290,荣科科技,0.86,0.57,2132.59,5694.68,1825.61,3239.75
539,002695,煌上煌,0.96,0.89,8489.16,9862.91,8177.07,8820.01
540,002631,德尔未来,1.38,1.48,10289.94,12897.05,14186.95,19104.33
541,002515,金字火腿,0.89,1.01,2349.66,1969.58,2094.23,1989.63
542,300346,南大光电,0.4,0.15,3566.64,5094.13,1434.01,754.87
543,600720,祁连山,0.32,0.3,63521.37,56190.39,20379.42,16657.91
544,603558,健盛集团,1.64,1.35,6397.91,7702.84,10473.42,10362.3
545,600114,东睦股份,1.1,1.43,9900.9,12337.12,10892.22,17586.31
546,002281,光迅科技,1.62,1.98,13029.13,14412.85,21141.17,28502.13
547,300046,台基股份,0.82,0.88,3409.79,4390.26,2805.51,3854.35
548,002155,湖南黄金,1.03,1.09,10303.15,13178.39,10653.52,14350.25
549,600803,新奥股份,0.36,0.64,53954.44,80942.65,19284.91,51869.36
550,600246,万通地产,2.31,2.45,9196.52,4508.99,21228.18,11030.67
551,002213,特 尔 佳,0.93,0.56,1264.8,1421.0,1182.16,798.28
552,300495,美尚生态,1.18,1.94,8183.87,10756.31,9619.51,20898.89
553,002246,北化股份,1.43,1.15,4797.11,7288.97,6878.4,8397.24
554,000828,东莞控股,1.47,1.4,42606.24,59033.33,62654.06,82901.82
555,002681,奋达科技,2.21,2.65,10889.26,14542.45,24062.55,38525.57
556,600321,国栋建设,-10.87,0.69,877.11,603.76,-9530.16,415.61
557,300048,合康新能,6.51,4.09,2216.51,4370.93,14423.22,17895.08
558,600008,首创股份,1.78,1.0,22057.96,61023.24,39266.97,61088.89
559,300011,鼎汉技术,0.84,0.64,7439.97,17472.38,6223.73,11122.42
560,300008,天海防务,3.43,3.14,3472.07,4591.5,11912.24,14434.81
561,603126,中材节能,1.09,1.22,8775.72,10641.36,9531.21,13025.62
562,600260,凯乐科技,1.24,3.84,9089.09,4751.65,11288.38,18222.96
563,300376,易事特,2.19,2.72,12391.67,17353.63,27110.37,47164.5
564,300213,佳讯飞鸿,1.46,1.48,5019.43,6958.74,7329.19,10320.67
565,300021,大禹节水,1.69,2.91,1237.99,2078.85,2095.14,6048.72
566,002658,雪迪龙,0.76,0.98,12232.86,19884.11,9323.44,19390.36
567,603066,音飞储存,1.79,1.33,3255.1,6139.04,5841.56,8183.25
568,300175,朗源股份,0.31,0.32,9972.55,8770.1,3125.08,2832.37
569,002749,国光股份,1.07,1.13,11830.64,12358.68,12641.15,13924.66
570,002510,天汽模,1.07,0.9,9556.93,16642.36,10265.2,15004.1
571,000670,盈方微,-1.22,4.66,-1365.41,518.74,1669.9,2417.17
572,002459,天业通联,-0.25,0.76,-4337.83,2629.96,1083.98,2011.21
573,002238,天威视讯,2.02,1.41,11456.47,21487.71,23137.1,30263.41
574,300401,花园生物,1.09,1.17,2451.81,3728.72,2662.53,4377.28
575,600717,天津港,1.1,1.1,90902.0,115191.25,100073.03,126368.67
576,002466,天齐锂业,49.19,11.59,2446.78,13050.15,120349.38,151205.09
577,600520,*ST中发,0.31,-0.19,-1213.04,-6671.27,-371.07,1235.1
578,600368,五洲交通,1.42,3.03,13827.87,7343.49,19686.59,22215.78
579,300371,汇中股份,0.75,0.71,3962.8,7435.69,2967.33,5292.06
580,300081,恒信移动,0.17,1.5,-2546.28,1053.95,-428.26,1582.32
581,300304,云意电气,1.27,1.34,6081.56,8221.67,7718.05,11005.26
582,600853,龙建股份,1.12,1.63,1350.39,1801.33,1513.81,2930.72
583,000816,智慧农业,0.2,-2.45,4212.8,5634.67,824.17,-13808.06
584,000600,建投能源,1.04,0.71,158673.57,204319.28,164228.25,145313.66
585,601016,节能风电,1.46,1.04,9188.81,18204.22,13392.19,18859.68
586,002205,国统股份,-0.51,0.2,3843.33,6726.44,-1973.69,1332.86
587,600449,宁夏建材,0.32,0.21,27816.04,27151.3,8847.06,5764.99
588,601000,唐山港,1.27,1.21,75404.43,108898.79,96099.55,132025.4
589,300446,乐凯新材,1.28,1.4,5995.03,7689.3,7656.6,10797.76
590,002146,荣盛发展,1.06,1.28,205889.63,323197.76,217432.29,414809.31
591,002553,南方轴承,1.2,1.11,5053.14,6526.82,6046.08,7228.0
592,002330,得利斯,0.46,0.26,4027.07,3519.52,1848.54,903.17
593,603969,银龙股份,0.83,1.1,11930.58,13138.1,9929.7,14485.13
594,300475,聚隆科技,0.67,0.61,11927.89,15806.5,7983.53,9663.45
595,002431,棕榈股份,0.35,0.28,24102.76,42813.43,8490.39,12082.61
596,002494,华斯股份,0.13,0.16,6797.33,9482.44,862.61,1506.52
597,600550,保变电气,0.04,1.61,29256.35,6770.78,1098.43,10912.81
598,300449,汉邦高科,0.58,0.56,2091.69,5671.44,1207.77,3190.93
599,600405,动力源,0.73,0.59,3159.5,4568.78,2314.84,2716.31
600,600732,*ST新梅,-10.8,-0.57,335.72,-3451.42,-3626.52,1954.76
