,code,name,times_3,times_4,net30,net40,net31,net41
59,002517,恺英网络,-14.86,-12.92,-2906.78,-5278.25,43184.35,68174.26
60,002001,新 和 成,1.19,1.49,71274.9,80804.04,84535.75,120263.35
61,002083,孚日股份,1.54,5.17,15656.6,7312.09,24168.74,37816.2
62,000738,航发控制,1.02,1.13,15534.09,18497.5,15888.43,20884.44
63,002032,苏 泊 尔,1.46,1.56,50826.18,68989.23,74214.01,107751.92
64,600970,中材国际,0.98,3.45,49375.49,14833.62,48353.05,51138.34
65,600557,康缘药业,1.17,1.17,24998.47,31961.42,29299.2,37374.1
66,600603,广汇物流,12.43,-10.46,-269.12,-2360.08,-3345.87,24687.11
67,600188,兖州煤业,0.52,0.9,195460.7,228416.7,101801.2,206458.5
68,300030,阳普医疗,0.53,0.57,4068.84,5305.72,2151.49,3047.74
69,603600,DR永艺股,1.96,2.21,4350.88,5434.55,8523.79,12022.41
70,300259,新天科技,1.0,1.01,6914.28,10409.36,6885.79,10530.02
71,300226,上海钢联,2.53,1.18,633.7,1877.57,1601.71,2210.49
72,002686,亿利达,1.42,1.45,6604.71,8243.29,9361.28,11985.02
73,002521,齐峰新材,0.48,0.52,19859.27,27287.43,9448.21,14193.28
74,600017,日照港,0.41,0.31,56996.75,57251.39,23096.97,17624.32
75,000759,中百集团,-1.79,0.03,9770.04,18624.65,-17482.14,646.6
76,000726,鲁 泰Ａ,0.82,0.84,71013.99,95872.54,58116.11,80544.63
77,002199,东晶电子,1.38,-0.11,-6419.23,-15265.97,-8884.2,1619.67
78,000999,华润三九,1.1,1.16,78893.07,103588.9,86929.8,119784.06
79,000931,中 关 村,-0.19,1.99,-2959.48,1375.09,564.37,2735.81
80,600062,华润双鹤,1.4,1.32,42962.15,54190.79,60151.55,71421.09
81,600422,昆药集团,1.63,1.39,20316.58,29223.73,33041.81,40725.61
82,300368,汇金股份,1.04,1.01,589.58,4531.0,615.82,4573.67
83,600022,山东钢铁,-0.02,0.43,-99101.92,-139841.43,2443.94,-59989.16
84,600211,西藏药业,3.82,9.45,3085.38,2097.99,11801.02,19828.95
85,000799,酒鬼酒,-0.86,-1.11,-7603.36,-9747.53,6551.65,10858.44
86,600276,恒瑞医药,1.73,1.71,111685.1,151556.89,192859.17,258895.21
87,002359,齐星铁塔,2.67,0.59,-1909.48,-8224.78,-5105.75,-4841.51
88,002176,江特电机,3.96,5.09,4367.66,3873.99,17285.22,19729.7
89,000031,中粮地产,0.49,1.2,15708.92,59852.64,7672.45,72015.39
90,300323,华灿光电,1.89,2.94,7482.46,9090.62,14105.32,26719.04
91,000811,烟台冰轮,2.45,1.45,9983.44,20786.78,24458.83,30088.55
92,000676,智度股份,-6.72,-4.61,-2236.14,-6858.98,15018.05,31611.38
93,601179,中国西电,1.17,1.65,64485.51,68412.91,75472.53,112789.08
94,601311,骆驼股份,0.69,0.77,46750.95,67124.07,32413.32,51533.93
95,002536,西泵股份,2.28,2.67,3451.58,4042.29,7857.0,10785.72
96,002085,万丰奥威,2.34,2.2,30267.86,43515.52,70878.76,95796.14
97,002584,西陇科学,1.41,1.25,5866.54,7752.82,8246.87,9678.96
98,600216,浙江医药,1.36,2.65,29710.84,16973.94,40506.2,45010.2
99,000622,*ST恒立,1.16,-1.31,-1636.63,-3655.29,-1896.25,4799.91
100,603568,伟明环保,1.32,1.48,19446.62,22261.21,25684.31,32855.79
101,600271,航天信息,1.05,1.34,90281.85,114763.94,94406.51,153593.98
102,300169,天晟新材,0.72,0.72,1716.71,2531.42,1243.49,1819.18
103,600426,华鲁恒升,1.04,1.09,62154.63,80442.8,64467.38,87549.05
104,603818,曲美家居,1.87,1.84,7122.77,10046.18,13323.94,18500.58
105,000503,海虹控股,-35.13,1.12,242.35,2497.73,-8514.5,2802.12
106,002262,恩华药业,1.39,1.39,18234.76,22327.11,25416.85,30974.3
107,002563,森马服饰,1.49,1.31,67132.33,109226.01,100196.77,142650.99
108,603009,北特科技,1.2,1.26,3179.63,4409.16,3815.99,5576.62
109,002034,美 欣 达,4.92,-1.22,319.73,-1649.77,1572.71,2019.79
110,600525,长园集团,1.79,1.75,25372.22,36582.43,45315.39,64005.76
111,000792,盐湖股份,0.4,0.26,65282.77,130225.94,26024.84,34126.47
112,002750,龙津药业,1.7,1.43,4326.04,6357.3,7350.66,9103.44
113,300221,银禧科技,7.59,6.44,1952.79,2375.87,14826.25,15299.3
114,002662,京威股份,0.97,1.48,27100.16,43040.79,26364.37,63545.18
115,000703,恒逸石化,41.1,-2.35,1223.4,-35268.24,50280.01,83033.74
116,000035,中国天楹,1.36,1.21,9930.99,17501.59,13514.65,21172.45
117,002734,利民股份,1.9,2.34,3655.17,4836.68,6947.22,11299.23
118,601901,方正证券,1.8,1.43,148223.86,179609.78,266524.71,256933.69
119,600189,吉林森工,10.56,1.1,367.05,1060.68,3877.39,1171.52
120,002592,八菱科技,1.33,1.36,6830.63,9460.31,9073.94,12841.34
121,300285,国瓷材料,2.13,2.06,4350.59,6330.29,9285.89,13039.66
122,000603,盛达矿业,0.93,0.86,15626.36,23623.88,14489.64,20209.71
123,600753,东方银星,2.48,7.35,-180.17,35.71,-446.79,262.29
124,002476,宝莫股份,0.49,0.31,3896.71,4790.98,1897.98,1482.97
125,600338,西藏珠峰,-11.68,76.06,-3844.83,854.9,44913.85,65025.7
126,002491,通鼎互联,3.06,3.02,12831.52,17872.07,39259.44,53896.34
127,300256,星星科技,63.26,5.43,142.93,2689.72,9041.65,14605.19
128,600377,宁沪高速,1.18,1.3,206821.67,257475.43,243965.63,334606.39
129,000591,太阳能,-302.91,168.32,-134.64,388.09,40784.11,65324.93
130,000928,中钢国际,5.12,2.81,7212.41,18247.55,36899.52,51241.29
131,002230,科大讯飞,1.41,1.28,19808.39,37942.99,27847.52,48443.04
132,600816,安信信托,2.81,2.96,82089.76,102352.79,231068.2,303394.74
133,002555,三七互娱,230.57,28.0,326.23,3821.34,75217.84,107016.23
134,002694,顾地科技,0.23,1.41,6516.48,2813.52,1475.92,3978.18
135,600141,兴发集团,0.16,0.21,47828.35,49431.1,7857.04,10201.76
136,002116,中国海诚,0.53,0.67,15050.24,19918.45,8049.6,13427.28
137,603889,XD新澳股,1.62,1.4,8756.33,11362.34,14163.88,15917.35
138,300339,润和软件,1.66,2.76,5722.45,11002.91,9520.63,30357.91
139,300411,金盾股份,1.05,1.06,3250.59,4031.2,3419.53,4265.5
140,002206,海 利 得,1.69,1.78,13716.86,14361.66,23184.6,25510.96
141,600300,维维股份,1.14,0.35,8456.39,20064.26,9641.45,7012.53
142,002768,国恩股份,1.9,2.08,4229.77,6280.72,8021.45,13091.43
143,002178,延华智能,0.98,0.77,4046.38,5790.91,3960.45,4446.38
144,000550,江铃汽车,0.71,0.63,153094.06,210785.21,109355.34,131801.61
145,002572,索菲亚,2.06,2.03,19808.11,32689.65,40817.82,66401.69
146,300295,三六五网,0.77,0.72,11735.01,15050.37,9001.94,10835.48
147,300434,金石东方,0.57,0.8,2736.27,3210.6,1559.0,2552.65
148,002102,冠福股份,104.82,43.12,116.37,569.12,12197.71,24540.11
149,600166,福田汽车,0.77,1.19,30124.46,47710.17,23209.76,56682.83
150,300059,东方财富,9.18,4.31,6264.58,16572.38,57503.2,71376.88
151,600782,新钢股份,2.04,1.24,13559.5,40642.94,27595.22,50292.27
152,300039,上海凯宝,0.95,0.81,27447.61,34935.17,25994.46,28260.68
153,000766,通化金马,21.87,41.32,613.62,516.56,13418.13,21346.15
154,002731,萃华珠宝,0.27,0.59,9416.2,9837.21,2521.81,5822.31
155,002393,力生制药,0.73,1.24,10790.86,9288.36,7902.52,11560.63
156,002383,合众思壮,-0.26,2.41,-4359.34,4005.81,1137.75,9644.97
157,300247,乐金健康,2.88,4.41,1144.86,1943.19,3298.79,8563.45
158,000753,漳州发展,0.55,2.9,2944.29,7045.35,1619.36,20397.09
159,002458,益生股份,-19.01,23.91,-2655.73,2351.0,50482.24,56215.99
160,600206,有研新材,-0.44,0.8,-6682.69,6023.17,2911.4,4789.38
161,600539,狮头股份,3.0,0.25,-1278.53,-4163.29,-3835.28,-1047.95
162,300476,胜宏科技,1.99,2.25,8034.92,10315.78,15993.32,23207.12
163,000988,华工科技,1.14,1.37,14762.41,16835.13,16764.58,22980.98
164,002182,云海金属,4.37,6.13,2679.55,2763.78,11717.92,16930.22
165,601633,长城汽车,1.29,1.31,558624.79,804153.55,720858.29,1055115.89
166,002252,上海莱士,3.87,3.16,31912.57,51085.49,123345.91,161315.36
167,600761,安徽合力,0.63,0.7,48387.56,56901.85,30323.4,39568.4
168,600348,阳泉煤业,0.3,0.54,42238.42,79165.93,12697.46,42904.83
169,002215,诺 普 信,-1.2,-1.42,17810.11,19447.99,-21325.91,-27624.67
170,300391,康跃科技,0.22,0.15,2034.63,2871.87,443.33,422.11
171,002732,燕塘乳业,1.39,1.34,6471.93,7905.95,8967.24,10608.74
172,002365,永安药业,1.67,1.96,3033.66,3172.23,5054.09,6229.7
173,603199,九华旅游,1.25,1.12,5278.1,6598.68,6590.2,7404.43
174,002758,华通医药,1.04,0.87,2858.81,4590.48,2987.02,4015.52
175,002544,杰赛科技,0.61,1.16,4271.57,9146.92,2592.25,10644.69
176,601766,中国中车,1.89,2.13,397371.26,531496.75,752004.1,1129559.6
177,000761,本钢板材,2.85,3.36,20181.18,23280.48,57461.56,78127.48
178,002187,广百股份,0.71,0.66,16448.62,23823.7,11666.31,15765.42
179,300233,金城医药,1.29,1.47,7619.86,10870.07,9859.79,15939.02
180,000733,振华科技,1.61,1.41,10129.18,12890.24,16319.09,18150.27
181,300147,香雪制药,0.51,0.34,15175.95,19679.61,7678.32,6602.41
182,002004,华邦健康,1.66,1.32,36884.54,42918.36,61168.99,56686.83
183,601689,拓普集团,1.34,1.54,31576.12,39898.94,42369.62,61568.96
184,002376,新北洋,0.49,0.74,28075.29,30643.56,13853.49,22712.66
185,600837,海通证券,1.29,1.04,494905.7,771062.36,636440.67,804333.45
186,600857,宁波中百,0.93,1.03,3543.02,4137.93,3286.9,4249.91
187,600292,远达环保,0.52,0.65,21881.57,23236.33,11328.07,15157.72
188,600644,乐山电力,5.27,-0.19,4678.52,-113931.49,24634.65,21147.2
189,600018,上港集团,0.85,1.03,467938.59,676654.82,395800.52,693907.72
190,601288,农业银行,1.01,1.02,15243900.0,17946100.0,15417000.0,18394100.0
191,600391,成发科技,1.5,1.44,2649.39,2957.43,3970.06,4255.0
192,600756,浪潮软件,1.91,1.48,2156.77,7827.6,4111.02,11547.89
193,300130,新国都,1.79,1.75,4391.8,7958.14,7874.56,13902.17
194,002315,焦点科技,0.48,0.93,9380.01,11933.41,4483.52,11104.59
195,002649,博彦科技,1.12,0.69,10424.94,17044.88,11710.08,11717.98
196,600415,小商品城,2.59,2.59,32098.31,40895.91,83080.03,106027.46
197,601958,金钼股份,-0.2,0.28,17460.06,19222.19,-3495.13,5389.81
198,002474,榕基软件,0.46,1.12,4443.77,2225.06,2036.63,2484.53
199,002487,大金重工,1.89,1.51,3420.61,4726.23,6449.62,7138.45
200,000404,华意压缩,1.13,1.35,16097.42,18718.47,18115.14,25229.08
201,600298,安琪酵母,3.1,3.64,12349.61,14719.12,38277.91,53509.2
202,000717,韶钢松山,0.13,-0.07,-86332.09,-138827.18,-11271.33,10142.73
203,002125,湘潭电化,-0.34,-0.37,-3980.15,-6052.58,1365.17,2224.07
204,300238,冠昊生物,1.08,1.3,2841.73,5010.31,3074.79,6537.11
205,603518,维格娜丝,0.76,0.73,8870.45,13827.79,6747.7,10032.79
206,600595,中孚实业,1.06,1.36,16364.18,4266.61,17353.14,5799.92
207,600780,通宝能源,0.26,0.18,42432.36,56478.39,11089.66,10198.49
208,002063,远光软件,0.67,0.69,14236.4,19057.03,9524.38,13137.43
209,000926,福星股份,1.15,0.82,57982.1,70486.96,66846.91,58105.62
210,603021,山东华鹏,0.96,0.89,5052.87,5787.33,4875.42,5136.1
211,000610,西安旅游,-0.14,-0.51,-1194.18,-2086.18,167.8,1071.33
212,300054,鼎龙股份,1.84,1.79,9463.96,13438.56,17366.84,24010.18
213,600029,南方航空,5.13,2.85,125600.0,177300.0,644100.0,505500.0
214,600836,界龙实业,0.22,-0.75,463.58,1470.86,103.21,-1098.34
215,603997,继峰股份,1.2,1.24,14751.26,20164.93,17707.15,24971.19
216,600212,江泉实业,-6.36,-2.64,-868.76,-1689.62,5523.89,4455.11
217,603598,引力传媒,0.67,0.66,4278.53,5021.81,2845.66,3303.19
218,002390,信邦制药,2.32,1.7,8631.5,14477.04,20000.18,24601.28
219,600650,锦江投资,1.06,1.11,16842.8,21421.19,17800.12,23700.51
220,000719,大地传媒,1.08,1.05,42422.86,64172.3,45763.36,67307.33
221,300167,迪威视讯,-14.99,-3.14,192.91,-935.8,-2890.97,2938.57
222,603968,醋化股份,1.17,1.48,8710.33,9967.08,10228.18,14773.09
223,600160,巨化股份,0.61,0.93,11639.26,16251.6,7066.75,15123.0
224,600182,S佳通,0.76,0.72,15726.8,20913.36,11952.66,15115.83
225,002198,嘉应制药,0.4,0.75,5057.81,7365.39,2041.72,5517.2
226,300362,天翔环境,4.0,3.8,1476.95,3327.13,5901.96,12659.41
227,300161,华中数控,-27.39,1.24,128.62,1071.46,-3523.5,1331.83
228,300400,劲拓股份,1.27,1.62,2371.16,3208.95,3002.91,5210.82
229,603601,再升科技,1.54,2.21,3156.93,3657.0,4853.07,8082.4
230,603111,康尼机电,1.61,1.7,10761.78,14096.39,17320.48,23994.08
231,603011,合锻智能,1.95,1.79,2001.99,2862.19,3906.79,5129.45
232,603010,万盛股份,3.19,3.56,3401.28,4205.6,10860.19,14951.75
233,601113,华鼎股份,15.32,-0.98,187.21,-7399.23,2868.64,7273.31
234,601069,西部黄金,2.25,1.61,4801.01,7841.72,10781.64,12654.97
235,600794,保税科技,0.3,0.21,12263.08,12000.42,3631.48,2466.3
236,600681,百川能源,975.57,262.85,29.19,209.69,28476.88,55117.41
237,600673,东阳光科,0.63,0.7,11205.38,15627.62,7065.75,10948.39
238,600639,浦东金桥,1.48,1.44,31909.68,42973.38,47254.35,61674.82
239,600598,北大荒,0.66,0.92,120758.32,79980.75,79653.15,73510.7
240,600590,泰豪科技,-2.54,2.11,-2649.11,5859.59,6733.2,12382.92
241,600551,时代出版,1.07,1.03,28426.65,38990.45,30360.77,40259.03
242,600506,香梨股份,0.65,0.57,-713.5,-1507.93,-464.03,-862.59
243,600469,风神股份,0.59,0.25,30633.76,33179.77,18124.02,8455.14
244,600409,三友化工,1.53,1.6,37178.47,47715.1,57023.93,76286.0
245,600387,海越股份,-0.01,0.36,4925.2,11123.23,-47.25,4002.59
246,600323,瀚蓝环境,2.01,1.65,21491.76,30871.2,43258.91,50856.75
247,600228,*ST昌九,0.72,-1.06,-3291.08,3498.84,-2374.0,-3709.08
248,600173,卧龙地产,0.86,0.31,7036.44,25999.83,6060.75,8074.36
249,600151,航天机电,2.58,8.95,3620.6,2239.32,9347.02,20045.26
250,600136,当代明诚,995.25,128.06,5.53,95.41,5503.75,12218.42
251,600111,北方稀土,0.09,0.14,39685.96,64302.74,3433.76,9083.56
252,600050,中国联通,0.14,0.04,349998.26,398173.85,48876.3,15407.41
253,300490,华自科技,0.95,1.09,2923.35,4408.5,2768.97,4821.4
254,300472,新元科技,0.31,0.47,1576.83,3453.55,490.67,1619.69
255,300268,万福生科,0.3,1.15,-2718.63,510.76,-814.8,587.97
256,300209,天泽信息,12.07,9.44,438.68,1031.32,5293.34,9737.66
257,300163,先锋新材,2.23,2.19,2059.21,3096.26,4597.89,6792.31
258,300149,量子高科,1.61,1.6,3346.81,4069.7,5392.45,6498.1
259,300134,大富科技,0.1,0.23,48208.32,53550.26,4782.27,12466.69
260,300092,科新机电,6.73,2.96,199.67,1079.02,1343.45,3188.97
261,300088,长信科技,1.37,2.09,16795.11,16569.23,23022.63,34709.78
262,002787,华源控股,1.68,1.48,5441.16,7272.27,9139.11,10752.09
263,002740,爱迪尔,0.64,0.66,6174.52,8737.37,3955.49,5779.58
264,002691,冀凯股份,0.35,0.22,2594.13,3749.69,907.24,835.52
265,002655,共达电声,0.96,0.75,1489.96,2404.67,1433.63,1800.81
266,002642,荣之联,0.78,1.45,7237.98,16567.56,5669.81,24010.41
267,002625,龙生股份,1.29,1.68,2914.7,3913.76,3748.22,6594.25
268,002575,群兴玩具,0.92,0.86,2165.1,1486.59,1995.71,1276.43
269,002547,春兴精工,1.76,1.57,7654.9,10421.39,13449.22,16345.32
270,002282,博深工具,0.48,0.41,2891.41,3059.44,1386.67,1248.45
271,002191,劲嘉股份,1.02,0.99,43333.03,57829.93,44090.61,57072.14
272,002129,中环股份,3.49,3.04,10052.51,13210.72,35068.08,40200.63
273,002082,栋梁新材,0.74,0.65,7691.46,10753.08,5665.98,6973.56
274,002061,江山化工,-0.37,-0.42,-11214.48,-15833.14,4161.2,6627.97
275,002050,三花智控,1.67,1.76,40110.99,48772.15,67162.06,85745.53
276,000953,*ST河化,-2.29,-7.95,4422.32,1783.43,-10107.68,-14176.06
277,000935,四川双马,1.78,2.57,2606.16,3294.33,4637.9,8453.89
278,000898,鞍钢股份,1.06,1.74,92300.0,92800.0,97700.0,161600.0
279,000885,同力水泥,0.02,0.25,10583.7,16824.9,214.33,4269.42
280,000838,财信发展,2.02,1.49,4186.52,7455.06,8455.24,11130.79
281,000710,*ST天仪,0.95,-0.61,-712.91,687.82,-679.06,-418.59
282,000673,当代东方,44.64,-319.08,303.95,-55.62,13569.3,17747.05
283,000526,*ST紫学,-53.53,-50.18,66.47,196.65,-3557.81,-9868.32
284,000034,神州数码,6.1,6.57,5471.7,6147.12,33382.49,40379.52
285,000032,深桑达Ａ,-4.74,2.78,-1205.36,2184.12,5707.73,6071.29
286,000029,深深房Ａ,4.16,1.05,5700.48,29803.33,23687.51,31156.74
287,000008,神州高铁,22.19,67.18,977.42,776.78,21689.79,52186.62
288,603368,柳州医药,1.82,1.89,12631.22,16979.73,22979.03,32101.15
289,300403,地尔汉宇,1.65,1.46,9452.56,13121.11,15607.85,19156.6
290,603686,龙马环卫,1.47,1.63,10319.92,12965.44,15193.62,21132.12
291,002626,金达威,1.33,1.54,14715.97,19453.62,19551.86,29976.79
292,000062,深圳华强,0.63,0.89,42931.87,47755.53,26907.98,42586.09
293,601628,中国人寿,0.49,0.59,2755300.0,3221100.0,1352800.0,1912700.0
294,000776,广发证券,2.03,1.6,304062.15,502256.78,618505.65,803010.66
295,000739,普洛药业,0.64,0.82,27031.5,32216.44,17254.36,26289.71
296,600123,兰花科创,-13.44,-9.88,1757.35,6677.68,-23626.37,-66004.22
297,002153,石基信息,1.15,1.02,22978.2,38204.75,26461.08,38879.03
298,002568,百润股份,-2.23,-2.58,4687.3,5700.46,-10444.14,-14702.19
299,000987,越秀金控,2.22,2.36,17193.05,26268.71,38241.13,62049.58
300,600052,浙江广厦,1.0,1.69,44219.25,21202.05,44355.04,35747.56
301,300086,康芝药业,0.91,0.78,3617.72,5908.17,3284.47,4615.66
302,600101,明星电力,0.78,0.86,11419.4,9748.79,8960.21,8353.91
303,300269,联建光电,3.4,3.01,7620.75,13397.35,25872.6,40296.02
304,002086,东方海洋,1.54,1.84,3743.11,4159.85,5770.53,7661.71
305,002344,海宁皮城,0.62,0.59,79018.44,93637.78,48870.62,54998.82
306,002228,合兴包装,0.77,0.82,9064.57,12555.9,7000.17,10293.65
307,002727,一心堂,1.26,1.19,22537.88,29730.91,28389.12,35337.7
308,002377,国创高新,0.36,0.12,862.56,4469.54,309.75,521.64
309,600192,长城电工,0.29,0.29,7679.82,7771.1,2264.57,2231.5
310,002174,游族网络,1.42,1.42,25451.13,41459.34,36086.54,58787.99
311,000721,西安饮食,2.94,1.12,620.73,1106.06,1823.07,1235.12
312,300181,佐力药业,1.01,0.7,7330.98,10318.42,7420.61,7202.04
313,600086,东方金钰,2.58,2.54,8542.78,9869.71,22062.57,25081.52
314,000667,美好置业,11.09,8.83,2811.86,7531.78,31183.04,66485.62
315,002240,威华股份,-8.03,2.05,723.74,1141.0,-5812.21,2340.58
316,600826,兰生股份,16.38,1.59,5117.46,52794.84,83824.85,84043.53
317,600222,太龙药业,0.19,0.13,1121.76,3203.48,215.13,401.56
318,600109,国金证券,1.85,1.55,54878.39,83648.96,101372.66,129873.05
319,300205,天喻信息,0.7,0.34,4409.1,5862.1,3081.43,1984.98
320,603699,纽威股份,0.48,0.39,40034.48,56395.94,19355.05,21948.36
321,000797,中国武夷,0.19,1.93,6808.34,11355.43,1275.49,21966.42
322,002009,天奇股份,0.8,1.09,8195.36,9568.16,6566.64,10394.01
323,002149,西部材料,65.88,3.88,12.82,547.35,844.6,2122.11
324,600664,哈药股份,1.88,3.19,32560.83,24710.57,61110.83,78810.31
325,002596,海南瑞泽,1.01,3.95,1628.29,1776.51,1651.6,7021.65
326,600789,鲁抗医药,-0.27,-0.23,-7872.96,-12521.45,2159.79,2910.2
327,000150,宜华健康,1211.23,24.96,79.82,2982.26,96680.48,74438.61
328,600393,粤泰股份,5.5,2.36,1594.19,6154.39,8768.45,14514.23
329,600289,亿阳信通,5.15,1.33,384.65,9786.63,1981.94,12981.65
330,600862,中航高科,-0.52,-0.36,-14820.92,-20346.92,7703.25,7342.21
331,002579,中京电子,11.47,5.73,838.49,1935.85,9620.82,11098.64
332,600358,国旅联合,1.08,0.98,-4772.47,-16589.63,-5176.27,-16310.36
333,600064,南京高科,3.06,1.52,29621.9,60977.98,90710.66,92652.8
334,300034,钢研高纳,0.87,0.87,7754.47,11018.87,6776.5,9596.79
335,600355,精伦电子,-0.22,1.86,-1276.75,607.68,278.64,1129.44
336,002703,浙江世宝,1.38,1.46,3686.83,4337.47,5083.62,6348.75
337,002455,百川股份,1.66,1.46,3720.45,5482.28,6182.78,7979.44
338,600223,鲁商置业,0.63,0.45,12384.81,20642.07,7810.37,9237.21
339,600403,*ST大有,-10.17,-17.75,12652.51,11056.69,-128613.51,-196263.13
340,002700,新疆浩源,0.7,0.76,7826.19,10493.18,5515.38,8005.53
341,300338,开元仪器,0.21,0.12,3265.97,4893.79,689.83,589.16
342,002630,华西能源,1.4,1.38,12643.1,14912.23,17641.1,20507.13
343,002044,美年健康,2.44,6.84,3915.6,4951.31,9537.61,33891.04
344,000933,*ST神火,-2.35,-0.93,-35139.26,-36652.89,82574.39,34213.92
345,002668,奥马电器,1.59,1.47,17045.25,20314.8,27168.14,29804.49
346,600482,中国动力,5.4,7.43,12269.94,14435.19,66218.57,107324.9
347,000902,新洋丰,1.25,0.99,43027.3,57109.11,53688.45,56308.67
348,002520,日发精机,0.85,0.85,3945.03,4855.8,3363.81,4112.47
349,002190,成飞集成,17.18,3.34,521.54,4120.58,8957.88,13771.64
350,600061,国投安信,-129.53,413.1,-1631.59,620.13,211344.04,256173.2
351,000606,神州易桥,-0.41,-0.4,-4281.67,-11558.91,1740.91,4581.83
352,002265,西仪股份,2.69,0.85,127.66,827.14,343.1,701.26
353,002479,富春环保,1.33,1.42,13623.02,17276.12,18089.02,24492.8
354,600131,岷江水电,1.19,1.05,13760.01,15613.28,16424.07,16409.42
