,code,times_jan,times_mar,jan0,mar0,jan1,mar1
1017,002013,22.74,10.97,0.82,18.65,1.56,17.11
1018,002014,15.38,5.34,1.05,16.15,3.07,16.4
1019,002015,3.66,2.57,2.38,8.72,3.41,8.76
1020,002016,7.98,4.57,1.23,9.81,2.11,9.64
1021,002017,6.16,3.45,2.47,15.22,3.98,13.74
1022,002018,10.26,4.6,0.98,10.05,1.89,8.7
1023,002019,13.67,3.81,1.12,15.31,4.48,17.06
1024,002020,9.94,6.36,1.14,11.33,1.89,12.02
1025,002021,3.38,1.99,2.66,9.0,4.49,8.95
1026,002022,7.13,4.06,2.82,20.11,4.99,20.28
1027,002023,7.93,4.66,1.78,14.11,2.93,13.66
1028,002024,2.52,1.78,4.61,11.63,6.07,10.8
1029,002026,4.61,2.79,2.5,11.52,3.89,10.87
1030,002027,6.13,3.27,2.27,13.91,3.34,10.92
1031,002028,3.98,2.77,3.4,13.54,5.76,15.97
1032,002029,3.58,2.44,2.88,10.31,4.24,10.34
1033,002030,21.2,13.77,1.09,23.11,1.63,22.45
1034,002031,2.79,2.23,1.23,3.43,1.66,3.71
1035,002032,8.79,5.83,3.88,34.11,6.66,38.85
1036,002033,3.27,2.4,4.45,14.55,6.18,14.82
1037,002036,4.76,2.31,4.02,19.15,8.38,19.39
1038,002037,7.05,3.39,2.45,17.28,4.99,16.92
1039,002038,42.66,10.05,0.64,27.3,2.68,26.93
1040,002039,4.53,2.45,3.64,16.48,6.6,16.2
1041,002040,4.46,2.83,4.54,20.23,6.61,18.71
1042,002041,15.44,7.89,1.25,19.3,2.13,16.8
1043,002042,14.16,6.99,0.82,11.61,1.73,12.1
1044,002043,12.18,8.68,0.95,11.57,1.59,13.8
1045,002044,18.62,9.83,0.71,13.22,1.3,12.78
1046,002046,2.32,2.23,5.06,11.74,6.13,13.7
1047,002047,4.36,2.35,2.14,9.32,3.9,9.16
1048,002048,3.81,3.34,5.77,22.01,6.98,23.33
1049,002049,10.1,7.18,3.25,32.81,4.3,30.88
1050,002050,13.32,6.76,0.81,10.79,1.6,10.81
1051,002051,9.32,7.83,2.49,23.2,3.49,27.32
1052,002053,3.51,2.77,5.19,18.2,6.75,18.73
1053,002054,4.74,3.51,2.32,11.0,3.38,11.85
1054,002055,11.11,8.51,2.14,23.78,2.81,23.91
1055,002056,3.14,2.84,4.43,13.89,5.54,15.73
1056,002057,4.86,3.21,3.48,16.9,4.88,15.65
1057,002058,7.35,5.07,4.05,29.78,5.23,26.51
1058,002059,3.6,2.76,3.29,11.85,4.26,11.76
1059,002060,2.26,1.66,3.44,7.77,4.83,8.03
1060,002061,1.55,0.81,5.96,9.25,11.04,8.96
1061,002062,6.53,3.76,1.03,6.73,1.73,6.51
1062,002063,6.89,4.64,1.93,13.3,2.71,12.57
1063,002064,5.27,1.63,1.03,5.43,3.19,5.19
1064,002065,18.6,12.7,1.23,22.88,1.63,20.7
1065,002066,5.44,3.64,3.56,19.37,4.7,17.11
1066,002067,2.9,1.66,2.3,6.68,3.92,6.49
1067,002068,3.01,1.99,2.9,8.74,4.47,8.89
1068,002069,1.08,1.03,10.22,11.08,11.5,11.86
1069,002070,4.86,3.13,2.91,14.15,4.82,15.11
1070,002071,3.29,1.96,4.5,14.81,6.38,12.49
1071,002072,6.16,3.93,4.55,28.01,6.18,24.3
1072,002073,2.33,1.86,4.85,11.28,5.82,10.8
1073,002074,9.35,7.77,3.33,31.15,3.99,31.01
1074,002076,2.16,1.45,6.3,13.6,9.8,14.17
1075,002077,3.21,2.21,5.66,18.16,7.02,15.49
1076,002078,3.14,1.97,2.12,6.66,3.64,7.16
1077,002079,4.66,3.81,1.99,9.27,2.47,9.42
1078,002080,2.11,1.56,8.28,17.48,12.38,19.37
1079,002081,22.41,14.95,0.44,9.86,0.75,11.21
1080,002082,5.05,2.56,3.89,19.64,7.6,19.49
1081,002083,1.95,1.16,3.66,7.15,6.19,7.18
1082,002085,20.95,13.42,0.92,19.27,1.48,19.86
1083,002086,4.27,3.12,2.73,11.67,3.27,10.21
1084,002087,2.77,2.1,2.63,7.29,3.27,6.86
1085,002088,1.63,1.2,11.74,19.16,15.7,18.83
1086,002089,7.1,6.6,1.99,14.13,2.38,15.7
1087,002090,3.98,2.33,6.09,24.24,10.12,23.6
1088,002091,7.38,4.1,1.81,13.35,3.26,13.35
1089,002092,4.19,3.4,2.91,12.19,3.95,13.43
1090,002093,7.08,4.8,1.56,11.04,2.18,10.47
1091,002094,8.54,5.26,3.69,31.5,5.36,28.19
1092,002095,3.22,3.56,12.54,40.4,11.16,39.78
1093,002096,6.21,4.29,2.4,14.91,3.39,14.55
1094,002097,1.34,1.17,6.73,9.01,7.75,9.08
1095,002098,3.88,2.34,4.86,18.88,7.19,16.83
1096,002099,3.97,3.17,2.11,8.38,2.52,7.99
1097,002100,6.44,4.0,1.4,9.02,2.25,9.01
1098,002101,2.79,2.47,8.3,23.18,9.31,23.0
1099,002102,4.34,3.19,1.17,5.08,1.62,5.16
